code,title,title_tokenized,description,description_tokenized,title_en,description_en,kw,kw_en
1141.70,โฆษกพรรค,โฆษก|พรรค,ประชาสัมพันธ์กิจกรรมของพรรคให้สมาชิกพรรคและสาธารณชนทราบโดยทั่วกัน ตามที่กรรมการบริหารของพรรคกำหนด,ประชาสัมพันธ์|กิจกรรม|ของ|พรรค|ให้|สมาชิก|พรรค|และ|สาธารณชน|ทราบ|โดย|ทั่วกัน| |ตามที่|กรรม|การบริหาร|ของ|พรรค|กำหนด,a party spokesman,promoting party activities to party and public members as the party &apos; s administration is decided,พรรค|กรรมการบริหาร|สมาชิกพรรค|ทั่วกัน|สาธารณชนทราบ,party !|executive director .|party member|in general|the public knows .
1141.90,เจ้าหน้าที่บริหารขององค์กรพรรคการเมืองอื่นๆ,เจ้าหน้าที่|บริหาร|ของ|องค์กร|พรรคการเมือง|อื่นๆ,ผู้ปฏิบัติงานอาชีพในกลุ่มนี้ รวมถึง เจ้าหน้าที่บริหารพรรคการเมืองซึ่งมิได้จัดประเภทไว้ในที่อื่น ตัวอย่างเช่น ที่ปรึกษาอาวุโสของพรรค กรรมการบริหารสาขาพรรค นายทะเบียนพรรคซึ่งทำหน้าที่ควบคุมการจดทะเบียนรายชื่อสมาชิกพรรคและสาขาพรรค และกรรมการพรรคอื่นๆ มีหน้าที่ตามที่กรรมการบริหารพรรคมอบหมาย,ผู้ปฏิบัติ|งานอาชีพ|ใน|กลุ่ม|นี้| |รวมถึง| |เจ้าหน้าที่|บริหาร|พรรคการเมือง|ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น| |ตัวอย่างเช่น| |ที่ปรึกษาอาวุโส|ของ|พรรค| |กรรม|การบริหาร|สาขา|พรรค| |นายทะเบียน|พรรค|ซึ่ง|ทำหน้าที่|ควบคุม|การ|จดทะเบียน|รายชื่อ|สมาชิก|พรรค|และ|สาขา|พรรค| |และ|กรรมการ|พรรค|อื่นๆ| |มี|หน้าที่|ตามที่|กรรม|การบริหาร|พรรค|มอบหมาย,the administration of other political parties,this group includes the activities of the party executives not elsewhere classified for example the branch of the committee which serves to control the registration of the party and other party and other party members and directors according to the commission of the party,กลุ่มนี้|กรรมการบริหารพรรค|เจ้าหน้าที่บริหารพรรคการเมือง|มีหน้าที่|จัดประเภทไว้|ที่อื่น|ตัวอย่างเช่น|ที่ปรึกษาอาวุโส|พรรค|กรรมการบริหารสาขาพรรค|นายทะเบียนพรรค|ควบคุม|จดทะเบียนรายชื่อสมาชิกพรรค|สาขาพรรค|กรรมการพรรคอื่นๆ,"this group .|party director|a political party official|have a duty .|sort out|somewhere else .|for example ,|a senior advisor .|party !|party manager|the registrar of the party|control .|register a party member|the party branch|other party committee"
1142.20,ผู้บริหารองค์กรนายจ้าง องค์กรลูกจ้างและองค์กรที่มีผลประโยชน์เชิงเศรษฐกิจอื่น,ผู้บริหาร|องค์กร|นายจ้าง| |องค์กร|ลูกจ้าง|และ|องค์กร|ที่|มี|ผลประโยชน์|เชิงเศรษฐกิจ|อื่น,กำหนดนโยบาย กฎ ระเบียบ และข้อบังคับขององค์กร บริหารและจัดการองค์กรให้เป็นไปตามวัตถุประสงค์ เป้าหมายและนโยบายขององค์กร รวมทั้งปฏิบัติงานอื่น ๆ ที่เกี่ยวข้อง อาจใช้ชื่อว่า นายก ประธานสมาคมนายจ้าง นายกประธานสหภาพแรงงาน นายกประธานองค์กรลูกจ้างแห่งประเทศไทย หรือองค์กรที่มีชื่อเรียกอย่างอื่นตามลักษณะกิจกรรม,กำหนด|นโยบาย| |กฎ| |ระเบียบ| |และ|ข้อบังคับ|ของ|องค์กร| |บริหาร|และ|จัดการ|องค์กร|ให้|เป็นไปตาม|วัตถุประสงค์| |เป้าหมาย|และ|นโยบาย|ของ|องค์กร| |รวมทั้ง|ปฏิบัติงาน|อื่น| |ๆ| |ที่|เกี่ยวข้อง| |อาจ|ใช้|ชื่อว่า| |นายก| |ประธาน|สมาคม|นายจ้าง| |นายก|ประธาน|สหภาพแรงงาน| |นายก|ประธาน|องค์กร|ลูกจ้าง|แห่ง|ประเทศ|ไทย| |หรือ|องค์กร|ที่|มีชื่อ|เรียก|อย่าง|อื่น|ตาม|ลักษณะ|กิจกรรม,"management , employers , employees , employees and other economic interests","formulating policies regulations and regulations for the organization ’ s objectives and policies as well as for other relevant actions may be called president of the union , president of the union , president of the union , the president of the union , the company of the thai employees , or other well - known organizations according to the activities of the organization .",องค์กร|กฎ|มีชื่อเรียก|เป็นไปตามวัตถุประสงค์|นายก|ประธานสมาคมนายจ้าง|นายกประธานสหภาพแรงงาน,an organization .|rules .|have a name for sb|fulfil one &apos; s purpose|mayor .|president of the employers society .|president of the union union president .
1143.20,ผู้บริหารองค์กรด้านมนุษยธรรมและองค์กรเฉพาะด้าน,ผู้บริหาร|องค์กร|ด้าน|มนุษยธรรม|และ|องค์กร|เฉพาะ|ด้าน,กำหนดนโยบาย กฎ ระเบียบ และข้อบังคับขององค์กร บริหารและจัดการองค์กรให้เป็นไปตามวัตถุประสงค์ เป้าหมาย และนโยบายขององค์กร รวมทั้งปฏิบัติงานอื่นๆ ที่เกี่ยวข้อง อาจใช้ชื่อว่า นายกสมาคมผู้พิทักษ์สิ่งแวดล้อมและคุ้มครองสัตว์ป่า เลขาธิการกลุ่มพิทักษ์ผลประโยชน์ หรือองค์กรที่มีชื่อเรียกอย่างอื่นตามลักษณะกิจกรรม,กำหนด|นโยบาย| |กฎ| |ระเบียบ| |และ|ข้อบังคับ|ของ|องค์กร| |บริหาร|และ|จัดการ|องค์กร|ให้|เป็นไปตาม|วัตถุประสงค์| |เป้าหมาย| |และ|นโยบาย|ของ|องค์กร| |รวมทั้ง|ปฏิบัติงาน|อื่นๆ| |ที่|เกี่ยวข้อง| |อาจ|ใช้|ชื่อว่า| |นายก|สมาคม|ผู้พิทักษ์|สิ่งแวดล้อม|และ|คุ้มครอง|สัตว์ป่า| |เลขาธิการ|กลุ่ม|พิทักษ์|ผลประโยชน์| |หรือ|องค์กร|ที่|มีชื่อ|เรียก|อย่าง|อื่น|ตาม|ลักษณะ|กิจกรรม,corporate and specialized management of humanitarian organizations,formulating policies regulations and regulations of organizations for the purpose and policies of organizations as well as related activities as the society &apos; s vice president of the environment and the general secretary of wildlife and the general affairs of the society,องค์กร|กฎ|มีชื่อเรียก|เป็นไปตามวัตถุประสงค์|นายกสมาคมผู้พิทักษ์สิ่งแวดล้อม|คุ้มครองสัตว์ป่า,an organization .|rules .|have a name for sb|fulfil one &apos; s purpose|president of the environmental protection association .|protect the wild animals
1144.20,ผู้ตรวจการแผ่นดินของรัฐสภา,ผู้ตรวจการแผ่นดิน|ของ|รัฐสภา,พิจารณาและสอบสวนหาข้อเท็จจริงตามคำร้องเรียนในเรื่องที่ข้าราชการ พนักงานของรัฐหรือลูกจ้างของหน่วยราชการ หน่วยงานของรัฐหรือรัฐวิสาหกิจหรือข้าราชการส่วนท้องถิ่น ไม่ปฏิบัติตามกฎหมายหรือปฏิบัตินอกเหนืออำนาจหน้าที่ หรือการปฏิบัติหรือละเลยไม่ปฏิบัติหน้าที่อันก่อให้เกิดความเสียหายแก่ผู้ร้องเรียนหรือประชาชนโดยไม่เป็นธรรม จัดทำรายงานเฉพาะเรื่อง หรือรายงาน ประจำปีพร้อมทั้งเสนอความเห็นและข้อเสนอแนะต่อรัฐสภา และกรณีอื่นตามที่กฎหมายบัญญัติ,พิจารณา|และ|สอบสวน|หา|ข้อเท็จจริง|ตาม|คำร้องเรียน|ใน|เรื่อง|ที่|ข้าราชการ| |พนักงาน|ของ|รัฐ|หรือ|ลูกจ้าง|ของ|หน่วยราชการ| |หน่วยงาน|ของ|รัฐ|หรือ|รัฐวิสาหกิจ|หรือ|ข้า|ราชการส่วนท้องถิ่น| |ไม่|ปฏิบัติ|ตามกฎหมาย|หรือ|ปฏิบัติ|นอกเหนือ|อำนาจหน้าที่| |หรือ|การปฏิบัติ|หรือ|ละเลย|ไม่|ปฏิบัติหน้าที่|อัน|ก่อให้เกิด|ความเสียหาย|แก่|ผู้|ร้องเรียน|หรือ|ประชาชน|โดย|ไม่|เป็นธรรม| |จัดทำ|รายงาน|เฉพาะเรื่อง| |หรือ|รายงาน| |ประจำปี|พร้อมทั้ง|เสนอ|ความเห็น|และ|ข้อเสนอแนะ|ต่อ|รัฐสภา| |และ|กรณี|อื่น|ตามที่|กฎหมาย|บัญญัติ,the land of parliament,investigating and investigating facts according to the complaints made by government officials or employees of government agencies or governmental agencies or i do not act according to the rules or practices of authority or neglect of duty or duty or duty of not performing acts of offence to the complaining or public officials and of the year preparing opinions and recommendations and other matters according to the law and other matters of the law,รัฐ|สอบสวนหาข้อเท็จจริง|กรณีอื่น|คำร้องเรียน|รัฐสภา|เรื่อง|ปฏิบัติตามกฎหมาย|อำนาจหน้าที่|การปฏิบัติ|ละเลย|ปฏิบัติหน้าที่|ก่อให้เกิดความเสียหาย|ร้องเรียน|ประชาชน|เป็นธรรม|จัดทำรายงานเฉพาะเรื่อง|รายงาน|ประจำปี|เสนอความเห็น|ข้อเสนอแนะ,state .|investigate for facts|another case .|complaints ?|the national assembly|about what ?|abide by the law|the authority .|practice|ignore|discharge one &apos; s duties|cause a loss|complaints ?|the people .|fair .|preparing a particular report|report .|the year ?|put up one &apos; s opinion|a suggestion
1144.30,กรรมการการเลือกตั้ง,กรรมการ|การเลือกตั้ง,ควบคุมและดำเนินการจัดหรือจัดให้มีการเลือกตั้งสมาชิกสภาผู้แทนราษฎร สมาชิก วุฒิสภา สมาชิกสภาท้องถิ่น และผู้บริหารท้องถิ่น รวมทั้งการออกเสียงประชามติให้เป็นไปโดยสุจริตและเที่ยงธรรมและดำเนินการอื่นตามที่กฎหมายบัญญัติ,ควบคุม|และ|ดำเนินการ|จัด|หรือ|จัด|ให้|มี|การเลือกตั้ง|สมาชิกสภาผู้แทนราษฎร| |สมาชิก| |วุฒิสภา| |สมาชิกสภา|ท้องถิ่น| |และ|ผู้บริหารท้องถิ่น| |รวมทั้ง|การออกเสียงประชามติ|ให้|เป็นไป|โดยสุจริต|และ|เที่ยงธรรม|และ|ดำเนินการ|อื่น|ตามที่|กฎหมาย|บัญญัติ,an election committee,"directing and implementing , or arranging , elections of representatives , members of the senate , members of the local council and administrative court , as well as voting in good faith and acting others according to the law",ดำเนินการจัด|ดำเนินการอื่น|มีการเลือกตั้งสมาชิกสภาผู้แทนราษฎร|เที่ยงธรรม|สมาชิก|วุฒิสภา|สมาชิกสภาท้องถิ่น|ผู้บริหารท้องถิ่น|รวมทั้งการออกเสียงประชามติ|เป็นไปโดยสุจริต,carry out a task|carry on another operation|there is an election for the house of representatives|straight .|member .|the senate .|local councilman .|local administrative|as well as public opinion poll|be in good faith
1144.40,กรรมการสิทธิมนุษยชน,กรรมการ|สิทธิมนุษยชน,ตรวจสอบและรายงานการกระทำและละเลยการกระทำที่เป็นการละเมิดสิทธิมนุษยชน หรือไม่เป็นไปตามพันธกรณีระหว่างประเทศเกี่ยวกับสิทธิมนุษยชน และเสนอมาตรการการแก้ไขที่เหมาะสมต่อการกระทำดังกล่าว เสนอแนะนโยบายและเสนอเรื่องการปรับปรุงกฎหมาย กฎ หรือ ข้อบังคับต่อรัฐสภาและคณะรัฐมนตรีเพื่อส่งเสริมและคุ้มครองสิทธิมนุษยชน ส่งเสริมการศึกษา การวิจัยและการเผยแพร่ความรู้ด้านสิทธิมนุษยชน ส่งเสริมความร่วมมือและการประสานงานระหว่างหน่วยราชการ องค์การเอกชนและองค์การอื่นในด้านสิทธิมนุษยชน จัดทำรายงานประจำปีเพื่อประเมินสถานการณ์ด้านสิทธิมนุษยชนภายในประเทศและเสนอต่อรัฐสภา ดำเนินการอื่นตามกฎหมายบัญญัติโดยคำนึงถึงผลประโยชน์ส่วนรวมของชาติและประชาชน,ตรวจสอบ|และ|รายงาน|การกระทำ|และ|ละเลย|การกระทำ|ที่|เป็นการ|ละเมิด|สิทธิมนุษยชน| |หรือไม่|เป็นไปตาม|พันธกรณี|ระหว่างประเทศ|เกี่ยวกับ|สิทธิมนุษยชน| |และ|เสนอ|มาตรการ|การ|แก้ไข|ที่|เหมาะสม|ต่อ|การกระทำ|ดังกล่าว| |เสนอแนะ|นโยบาย|และ|เสนอ|เรื่อง|การปรับปรุง|กฎหมาย| |กฎ| |หรือ| |ข้อบังคับ|ต่อ|รัฐสภา|และ|คณะรัฐมนตรี|เพื่อ|ส่งเสริม|และ|คุ้มครอง|สิทธิมนุษยชน| |ส่งเสริม|การศึกษา| |การวิจัย|และ|การ|เผยแพร่|ความรู้|ด้าน|สิทธิมนุษยชน| |ส่งเสริม|ความร่วมมือ|และ|การประสานงาน|ระหว่าง|หน่วยราชการ| |องค์การเอกชน|และ|องค์การ|อื่น|ใน|ด้าน|สิทธิมนุษยชน| |จัดทำ|รายงานประจำปี|เพื่อ|ประเมิน|สถานการณ์|ด้าน|สิทธิมนุษยชน|ภายในประเทศ|และ|เสนอ|ต่อ|รัฐสภา| |ดำเนินการ|อื่น|ตามกฎหมาย|บัญญัติ|โดย|คำนึงถึง|ผล|ประโยชน์ส่วนรวม|ของ|ชาติ|และ|ประชาชน,the commission of human rights,conducting and reporting on human rights violations and ignoring activities as a violation of rights or not according to the relevant measures to the rights of human rights and proposed solutions to the proposed policies and to the implementation of laws and regulations for the promotion of government and government education education and the promotion of human rights and coordination between private rights and other human rights organizations to estimate the situation of human rights to the country and to act according to the laws of general public and public,รัฐสภา|รายงานการกระทำ|ชาติ|ละเลยการกระทำ|คำนึงถึงผลประโยชน์ส่วนรวม|เป็นการละเมิดสิทธิมนุษยชน|เป็นไปตามพันธกรณีระหว่างประเทศ|เกี่ยวกับสิทธิมนุษยชน|เสนอมาตรการ|เหมาะสม|การกระทำดังกล่าว|เสนอแนะนโยบาย|เสนอเรื่องการปรับปรุงกฎหมาย|คุ้มครองสิทธิมนุษยชน|ส่งเสริมการศึกษา|การวิจัย|เผยแพร่ความรู้ด้านสิทธิมนุษยชน|ส่งเสริมความร่วมมือ|การประสานงาน|หน่วยราชการ|องค์การเอกชน|องค์การอื่น|ด้านสิทธิมนุษยชน|จัดทำรายงานประจำปี|ประเมินสถานการณ์ด้านสิทธิมนุษยชน,the national assembly|action report .|nation .|neglect one &apos; s action|be mindful of the interests of the good|it was a violation of human rights .|fulfil an obligation between the two countries|about human rights .|submit a measure|that &apos;s right .|such actions|suggest a policy|present a matter of improvement of the law|protect human rights|promote education|research .|disseminate knowledge of human rights|promote cooperation|the coordination .|secret service|a private store|another organization|on the side of human rights|bring up an annual report|estimate the situation of the human rights
1144.50,กรรมการตรวจเงินแผ่นดิน,กรรมการ|ตรวจ|เงิน|แผ่นดิน,วางนโยบาย ให้คำปรึกษาแนะนำและเสนอแนะให้มีการแก้ไขข้อบกพร่องเกี่ยวกับการตรวจเงินแผ่นดิน กำหนดหลักเกณฑ์มาตรฐานเกี่ยวกับการตรวจเงินแผ่นดิน กำหนดหลักเกณฑ์และวิธีพิจารณาวินัยทางงบประมาณและการคลัง กำหนดโทษปรับทางปกครอง พิจารณาวินิจฉัยความผิดวินัยทางงบประมาณและการคลังในฐานะที่เป็นองค์กรสูงสุด และพิจารณาเลือกผู้ที่สมควรดำรงตำแหน่ง ผู้ว่าการตรวจเงินแผ่นดิน,วางนโยบาย| |ให้คำปรึกษา|แนะนำ|และ|เสนอแนะ|ให้|มี|การ|แก้ไข|ข้อบกพร่อง|เกี่ยวกับ|การ|ตรวจ|เงิน|แผ่นดิน| |กำหนด|หลักเกณฑ์|มาตรฐาน|เกี่ยวกับ|การ|ตรวจ|เงิน|แผ่นดิน| |กำหนด|หลักเกณฑ์|และ|วิธี|พิจารณา|วินัย|ทาง|งบประมาณ|และ|การคลัง| |กำหนด|โทษปรับ|ทาง|ปกครอง| |พิจารณา|วินิจฉัย|ความ|ผิดวินัย|ทาง|งบประมาณ|และ|การคลัง|ใน|ฐานะ|ที่|เป็น|องค์กร|สูงสุด| |และ|พิจารณา|เลือก|ผู้|ที่|สมควร|ดำรงตำแหน่ง| |ผู้ว่าการ|ตรวจ|เงิน|แผ่นดิน,a land review committee,"formulating advising on and advising on the implementation of financial defects in the land ’ s standard of testing determine the procedure of the land , determining the procedure of rules and measures of discipline and finance , judging on the condition of fiscal discipline and finance as the most organizational and consideration of those who are worthy of the governor of the land",การคลัง|ตรวจเงินแผ่นดิน|ให้คำปรึกษาแนะนำ|ผู้ว่าการตรวจเงิน|สมควรดำรงตำแหน่ง|เสนอแนะ|พิจารณาเลือก,"finance .|check the land .|give advice|the governor checked the money .|be entitled to a post|make a suggestion|consider , select ."
1144.60,กรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ,กรรม|การป้องกัน|และ|ปราบปราม|การ|ทุจริต|แห่งชาติ,ไต่สวนข้อเท็จจริงกรณีที่ผู้ดำรงตำแหน่งทางการเมืองหรือเจ้าหน้าที่ของรัฐว่าร่ำรวย ผิดปกติ ว่ากระทำความผิดต่อตำแหน่งหน้าที่หรือทุจริตต่อหน้าที่ราชการ และตรวจสอบความถูกต้อง และความมีอยู่จริง รวมทั้งความเปลี่ยนแปลงทรัพย์สินของผู้ดำรงตำแหน่งทางการเมือง และเจ้าหน้าที่ของรัฐพร้อมสรุปสำนวนและนำความเห็นเสนอต่อวุฒิสภาเพื่อพิจารณา และต่อศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง รายงานผลการตรวจสอบและผลการปฏิบัติหน้าที่พร้อมข้อสังเกตต่อคณะรัฐมนตรี สภาผู้แทนราษฎร และวุฒิสภาทุกปี ซึ่งรายงานนี้จะนำออกพิมพ์เผยแพร่ต่อไปและ ดำเนินการอื่นตามที่กฎหมายบัญญัติ,ไต่สวน|ข้อเท็จจริง|กรณี|ที่|ผู้ดำรงตำแหน่งทางการเมือง|หรือ|เจ้าหน้าที่ของรัฐ|ว่า|ร่ำรวย| |ผิดปกติ| |ว่า|กระทำความผิด|ต่อ|ตำแหน่งหน้าที่|หรือ|ทุจริตต่อหน้าที่|ราชการ| |และ|ตรวจสอบ|ความถูกต้อง| |และ|ความมีอยู่|จริง| |รวมทั้ง|ความเปลี่ยนแปลง|ทรัพย์สิน|ของ|ผู้ดำรงตำแหน่งทางการเมือง| |และ|เจ้าหน้าที่ของรัฐ|พร้อม|สรุป|สำนวน|และ|นำ|ความเห็น|เสนอ|ต่อ|วุฒิสภา|เพื่อ|พิจารณา| |และ|ต่อ|ศาลฎีกา|แผนก|คดีอาญา|ของ|ผู้ดำรงตำแหน่งทางการเมือง| |รายงาน|ผล|การ|ตรวจสอบ|และ|ผล|การ|ปฏิบัติหน้าที่|พร้อม|ข้อสังเกต|ต่อ|คณะรัฐมนตรี| |สภาผู้แทนราษฎร| |และ|วุฒิสภา|ทุกปี| |ซึ่ง|รายงาน|นี้|จะ|นำ|ออก|พิมพ์|เผยแพร่|ต่อไป|และ| |ดำเนินการ|อื่น|ตามที่|กฎหมาย|บัญญัติ,national corruption and defence,"trial by the case of the political or government officials of government officials as well as to whether they are guilty of a federal or an offence committed against the government and the investigation of the right and the right of the government , including the change of the assets of the government , with the conclusion of the case against the senate and with the accused , and the investigation of the results of the results and results of the execution of the house representatives , as well as of this year , reports the times of the senate and other legal proceedings will be carried out and carried out .",ผู้ดำรงตำแหน่งทางการเมือง|เจ้าหน้าที่ของรัฐ|ดำเนินการอื่น|พิมพ์เผยแพร่|กระทำความผิด|ตำแหน่งหน้าที่|ทุจริตต่อหน้าที่ราชการ|ตรวจสอบความถูกต้อง|วุฒิสภา|ปฏิบัติหน้าที่|ข้อสังเกต|คณะรัฐมนตรี|สภาผู้แทนราษฎร|วุฒิสภาทุกปี|รายงานนี้,political customer|federal agents !|carry on another operation|publish|commit an offence|a post of office|the corruption on the government|verify the accuracy of|the senate .|discharge one &apos; s duties|note :|the cabinet|the house of representatives|the senate is yearly .|report this .
1150.20,เจ้าหน้าที่ของรัฐ,เจ้าหน้าที่ของรัฐ,ปฏิบัติงานให้เป็นไปตามวัตถุประสงค์ เป้าหมายของหน่วยงานองค์กรและนโยบายของรัฐบาลภายใต้กฎ ระเบียบ ข้อบังคับ และกฎหมาย อำนวยความสะดวกและให้บริการสาธารณะในลักษณะต่างๆ แก้ไขความเดือดร้อนในสังคม กำหนดกติกาของสังคม ส่งเสริมสนับสนุนภาคเอกชน วางแนวทางการพัฒนาประเทศ ปกป้องอธิปไตย ดูแลความเป็นธรรมในสังคม สนับสนุนการพัฒนาท้องถิ่นและงานอื่นๆ ตามที่กำหนดไว้ในกฎหมายว่าเป็นหน้าที่ของเจ้าหน้าที่ของรัฐ อาจใช้ชื่อว่าข้าราชการและลูกจ้างในส่วนราชการ พนักงานหรือลูกจ้างในรัฐวิสาหกิจ พนักงานส่วนท้องถิ่น เจ้าหน้าที่องค์กรอื่นๆ ของรัฐ,ปฏิบัติงาน|ให้|เป็นไปตาม|วัตถุประสงค์| |เป้าหมาย|ของ|หน่วยงาน|องค์กร|และ|นโยบาย|ของ|รัฐบาล|ภายใต้|กฎ| |ระเบียบ| |ข้อบังคับ| |และ|กฎหมาย| |อำนวยความสะดวก|และ|ให้|บริการสาธารณะ|ใน|ลักษณะ|ต่างๆ| |แก้ไข|ความเดือดร้อน|ใน|สังคม| |กำหนด|กติกา|ของ|สังคม| |ส่งเสริม|สนับสนุน|ภาคเอกชน| |วาง|แนวทาง|การพัฒนา|ประเทศ| |ปกป้อง|อธิปไตย| |ดูแล|ความเป็นธรรม|ใน|สังคม| |สนับสนุน|การพัฒนา|ท้องถิ่น|และ|งาน|อื่นๆ| |ตามที่|กำหนด|ไว้|ใน|กฎหมาย|ว่า|เป็น|หน้าที่|ของ|เจ้าหน้าที่ของรัฐ| |อาจ|ใช้|ชื่อว่า|ข้าราชการ|และ|ลูกจ้าง|ใน|ส่วนราชการ| |พนักงาน|หรือ|ลูกจ้าง|ใน|รัฐวิสาหกิจ| |พนักงาน|ส่วนท้องถิ่น| |เจ้าหน้าที่|องค์กร|อื่นๆ| |ของ|รัฐ,federal agents !,performing objectives of government organizations and policies under the supervision of government regulations and facilitating regulatory and public services in order to resolve social issues encouraging the private sector to protect the privacy of the country and to ensure that it is a federal and other legal function of government officials and employees within the government staff and other governmental agencies,สังคม|กฎหมาย|ลูกจ้าง|เป็นไปตามวัตถุประสงค์|เจ้าหน้าที่องค์กรอื่นๆ|เป้าหมาย|พนักงานส่วนท้องถิ่น|หน่วยงานองค์กร|นโยบาย|รัฐบาลภายใต้กฎ,society .|the law .|an employee .|fulfil one &apos; s purpose|other organizations officers|target .|local staff|the organizational unit|policy .|the government is under the law .
1210.20,ประธานกรรมการ,ประธานกรรมการ,บริหารงานในฐานะผู้แทนของเจ้าของกิจการและผู้ถือหุ้น โดยมาจากการสรรหา ทำหน้าที่ประธานดำเนินการประชุมคณะกรรมการบริหารองค์การ กำหนดแนวทาง นโยบาย ยุทธศาสตร์ทางธุรกิจในภาพรวมขององค์การ วางแผน จัดระบบงาน และควบคุมการบริหารจัดการองค์การให้สอดคล้องกับสภาวะการณ์เปลี่ยนแปลงทางเศรษฐกิจ สังคมและการเมืองทั้งภายในประเทศและระหว่างประเทศ วางกฎ ระเบียบ และข้อบังคับการปฏิบัติงานขององค์การ ตลอดจนพิจารณาตัดสินใจและแก้ไขปัญหาเชิงกลยุทธ์,บริหารงาน|ใน|ฐานะ|ผู้แทน|ของ|เจ้าของกิจการ|และ|ผู้ถือหุ้น| |โดย|มาจาก|การ|สรรหา| |ทำหน้าที่|ประธาน|ดำเนิน|การประชุม|คณะกรรมการ|บริหาร|องค์การ| |กำหนด|แนวทาง| |นโยบาย| |ยุทธศาสตร์|ทาง|ธุรกิจ|ใน|ภาพรวม|ของ|องค์การ| |วางแผน| |จัดระบบ|งาน| |และ|ควบคุม|การบริหาร|จัดการ|องค์การ|ให้|สอดคล้อง|กับ|สภาวะ|การณ์|เปลี่ยนแปลง|ทางเศรษฐกิจ| |สังคม|และ|การเมือง|ทั้ง|ภายในประเทศ|และ|ระหว่างประเทศ| |วาง|กฎ| |ระเบียบ| |และ|ข้อ|บังคับการ|ปฏิบัติงาน|ของ|องค์การ| |ตลอดจน|พิจารณา|ตัดสินใจ|และ|แก้ไขปัญหา|เชิง|กลยุทธ์,chairman of the board,"organizing representatives of the entrepreneurs and stockholders and from the office of the chairman of the board , establishing business policy , planning , organizing and organizing organizations in accordance with the economic , social and domestic and other countries and regulations of the organization and determining and deciding on strategic solutions of strategic and strategic matters",องค์การ|ฐานะผู้แทน|เจ้าของกิจการ|พิจารณาตัดสินใจ|ผู้ถือหุ้น|สรรหา|ประธานดำเนินการประชุม|คณะกรรมการบริหารองค์การ|กำหนดแนวทาง|นโยบาย|ทางเศรษฐกิจ|สังคม|การเมือง|ภายในประเทศ|ระหว่างประเทศ|วางกฎ,an organization .|as a delegate .|entrepreneurs .|consider it done .|stockholder|be in search of|the president conducted a meeting .|the board of directors|set a course|policy .|economic .|society .|politics .|on the home front|international|lay down a rule
