,group_code,submajor_code,group_name,description,"status "
21,222,22,พยาบาลวิชาชีพและผดุงครรภ์วิชาชีพ,"ปฏิบัติงานเกี่ยวกับการดูแลรักษาความเจ็บป่วยทางร่างกายหรือจิตใจ ความพิการหรือไม่
แข็งแรงของร่างกาย และอาการอื่นๆ ที่จำเป็นต้องได้รับการดูแลเนื่องจากปัญหาทางด้าน
สุขภาพ รวมถึงการให้การดูแลก่อน–หลังการคลอดบุตร มีหน้าที่รับผิดชอบในการวางแผน
จัดการ และประเมินผลการดูแลผู้ป่วย รวมถึงควบคุมการปฏิบัติงานของเจ้าหน้าที่ด้านสุขภาพ
อื่นๆ ทำงานเป็นทีมร่วมกับแพทย์และบุคลากรอื่นๆ ในการป้องกันและรักษาโรค
ทำหน้าที่เกี่ยวกับ
? ประเมิน วางแผน ให้บริการ และประเมินผลการดูแลรักษาพยาบาลและงานผดุงครรภ์แก่
ผู้ป่วยตามวิธีการและมาตรฐานงานพยาบาลและงานผดุงครรภ์ที่ทันสมัย
? ประสานงานในการดูแลผู้ป่วยโดยปรึกษากับผู้เชี่ยวชาญอื่นๆ ด้านสุขภาพ และสมาชิกของ
ทีมงานด้านสุขภาพ
? พัฒนาและดำเนินงานตามแผนการดูแล การรักษา และการบำบัดโรค รวมถึงการรักษาด้วยยา
? เฝ้าดูแลและบรรเทาความเจ็บปวดและไม่สบายของผู้ป่วยโดยการให้ยา (รวมถึงยาเสพติด)
หรือใช้วิธีการบำบัดอื่นๆ
? เฝ้าติดตามอาการของผู้ป่วย รวมถึงความก้าวหน้าของการตั้งครรภ์ และการตอบสนองของ
ผู้ป่วยที่มีผลต่อการรักษา
? ให้ข้อมูลกับผู้ป่วย ครอบครัว และชุมชนเกี่ยวกับสุขภาพ รวมถึงการป้องกันโรค วิธีการ
บำบัดและดูแล การตั้งครรภ์และการคลอดบุตร และหัวข้ออื่นๆ
? ควบคุมดูแลและประสานงานกับเจ้าหน้าที่ด้านดูแลสุขภาพอื่นๆ
? ทำงานวิจัยด้านการพยาบาลและการผดุงครรภ์ และจัดทำรายงานเชิงวิทยาศาสตร์
หมายเหตุ
? ข้อแตกต่างระหว่างพยาบาลวิชาชีพและผดุงครรภ์วิชาชีพกับผู้ประกอบวิชาชีพที่เกี่ยวข้อง
กับการพยาบาลและผดุงครรภ์ ขึ้นอยู่กับหน้าที่การงานที่รับผิดชอบตามที่ได้ระบุใน
คำอธิบายประกอบมากกว่าจะพิจารณาจากวุฒิการศึกษาหรือการฝึกอบรมที่แต่ละบุคคลได้รับ
","1"
22,223,22,แพทย์แผนโบราณและแพทย์ทางเลือก,"ปฏิบัติงานเกี่ยวกับการตรวจผู้ป่วย ป้องกันและรักษาโรค ความเจ็บป่วย อาการบาดเจ็บ และ
ความผิดปกติทั้งทางร่างกายและจิตใจ และการรักษาสุขภาพมนุษย์ทั่วไปประยุกต์ใช้ความรู้
ทักษะ และการปฏิบัติที่ได้มาจากการศึกษาเพิ่มเติมทางด้านทฤษฎี ความเชื่อ และประสบการณ์
วิธีการรักษาแผนโบราณที่สืบทอดมาตามวัฒนธรรมประเพณีดั้งเดิม
ทำหน้าที่เกี่ยวกับ
? ตรวจและซักถามผู้ป่วยเกี่ยวกับสภาพร่างกาย รวมถึงครอบครัวของผู้ป่วย เพื่อระบุสถานะ
ทางด้านสุขภาพ
? พัฒนาและดำเนินแผนการบำบัดรักษาอาการเจ็บป่วยทางด้านร่างกาย จิตใจ และจิตสังคม
โดยใช้การประยุกต์ เช่น การฝังเข็ม การนวดบำบัดโรค วิธีโฮมีโอพาธี และยาสมุนไพร
? ประเมินและจัดทำเอกสารรายงานความก้าวหน้าในการรักษาผู้ป่วยตามแผนการรักษา
? ให้คำปรึกษาแนะนำด้านสุขภาพ การโภชนาการ และรูปแบบการดำเนินชีวิต แก่บุคคล
ครอบครัว และชุมชน
? สั่งจ่ายและจัดเตรียมยาแผนโบราณ เช่น สมุนไพร พืช สิ่งสกัดจากแร่ธาตุและสัตว์ เพื่อ
กระตุ้นให้ร่างกายทำการรักษาด้วยตัวเอง
? แลกเปลี่ยนข้อมูลเกี่ยวกับการรักษาผู้ป่วยกับผู้ปฏิบัติงานด้านสุขภาพอื่นๆ เพื่อดำเนินการ
รักษาและดูแลแบบเบ็ดเสร็จต่อไป
? ทำการวิจัยด้านยาและการรักษาแผนโบราณและแพทย์ทางเลือก และเผยแพร่เอกสารและ
รายงานเชิงวิทยาศาสตร์
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? แพทย์อายุรเวช12/
? นักฝังเข็ม
? แพทย์รักษาโดยใช้สมุนไพรจีน
? แพทย์ที่ให้การบำบัดแบบโฮมีโอพาธี
? ผู้รักษาโรคโดยวิธีธรรมชาติบำบัด
? แพทย์อูนานิ (Unani practitioner)13/
ยกเว้น
? ผู้ช่วยนักฝังเข็ม ได้จัดประเภทไว้ในรหัสอาชีพ 3230
? ผู้ช่วยแพทย์อายุรเวช ได้จัดประเภทไว้ในรหัสอาชีพ 3230
? นักสมุนไพร ได้จัดประเภทไว้ในรหัสอาชีพ 3230
? ผู้ช่วยแพทย์ที่ให้การบำบัดแบบโฮมีโอพาธี ได้จัดประเภทไว้ในรหัสอาชีพ 3230
? หมอไสยศาสตร์ ได้จัดประเภทไว้ในรหัสอาชีพ 3230
? ผู้รักษาโรคประจำหมู่บ้าน ได้จัดประเภทไว้ในรหัสอาชีพ 3230
? นักบำบัดโรคโดยใช้ถ้วยสุญญากาศดูดเลือดและอุปกรณ์สำหรับขัดถู ได้จัดประเภทไว้ใน
รหัสอาชีพ 3230
? นักบำบัดโรคด้วยการนวดแบบกดจุด ได้จัดประเภทไว้ในรหัสอาชีพ 3255
? นักบำบัดโรคด้วยการนวดแบบชิอัตสึ (Shiatsu)14/ ได้จัดประเภทไว้ในรหัสอาชีพ 3255
? นักวารีบำบัด ได้จัดประเภทไว้ในรหัสอาชีพ 3255
? นักบำบัดแบบไคโรแพรคติค ได้จัดประเภทไว้ในรหัสอาชีพ 3259
? นักบำบัดรักษาโรคกระดูก ได้จัดประเภทไว้ในรหัสอาชีพ 3259
? ผู้รักษาโรคทางจิตวิญญาณ ได้จัดประเภทไว้ในรหัสอาชีพ 3413
หมายเหตุ
? แพทย์แผนโบราณและแพทย์ทางเลือกที่จัดประเภทไว้ในรหัสนี้ ต้องเป็นผู้ที่มีความรู้ความ
เข้าใจถึงคุณประโยชน์และวิธีการบำบัดรักษาแบบแผนโบราณและแพทย์ทางเลือก ซึ่งเป็น
ผลมาจากมีการเรียนการสอนในระบบเกี่ยวกับวิธีการและเทคนิคต่างๆ ในเรื่องดังกล่าว
อย่างกว้างขวาง รวมถึงการศึกษาด้านกายวิภาคของมนุษย์และการแพทย์แผนใหม่ ได้จัด
ประเภทไว้ในรหัสอาชีพ 2230 (แพทย์แผนโบราณและแพทย์ทางเลือก)
? สำหรับผู้ที่ผ่านการเรียนการสอนและการฝึกอบรมทั้งในและนอกระบบในช่วงเวลาสั้นๆ
หรือมีความรู้ที่ได้จากสืบทอดกันเองจากรุ่นสู่รุ่นเป็นการภายใน ให้จัดประเภทไว้ในรหัส
อาชีพ 3230 (ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับแพทย์แผนโบราณและแพทย์ทางเลือก)
แพทย์ที่ใช้การรักษาด้วยยาสมุนไพร การบำบัดโรคทางจิตวิญญาณ หรือใช้วิธีการ
บำบัดรักษาด้วยมือด้วยวิธีใดวิธีหนึ่งเท่านั้น ไม่จัดประเภทไว้ในรหัสอาชีพ 2230 นี้
","1"
23,224,22,ผู้ช่วยแพทย์,"ปฏิบัติงานเกี่ยวกับการบริการให้คำปรึกษาทางการแพทย์ ตรวจวินิจฉัยโรค บำบัดรักษา และ
ป้องกันโรคให้กับมนุษย์ โดยมีขอบเขตและความยุ่งยากซับซ้อนของการปฏิบัติงานน้อยกว่า
แพทย์ อาจปฏิบัติงานได้ด้วยตนเองหรือภายใต้การควบคุมดูแลของแพทย์ และประยุกต์
ขั้นตอนการรักษาทางการแพทย์ขั้นสูงเพื่อบำบัดรักษาและป้องกันโรค อาการบาดเจ็บ และ
ความเจ็บป่วยทั้งทางร่างกายและจิตใจ
ทำหน้าที่เกี่ยวกับ
? ตรวจและซักถามผู้ป่วยเกี่ยวกับสภาพร่างกาย รวมถึงครอบครัวของผู้ป่วย เพื่อระบุสถานะ
ทางด้านสุขภาพ และจัดทำบันทึกข้อมูลการรักษาของผู้ป่วย
? ปฏิบัติงานที่ไม่ค่อยยุ่งยากซับซ้อนหรือเป็นงานประจำทั้งงานรักษาหรืองานผ่าตัด รวมถึง
สั่งจ่ายยา และกำหนดวิธีการรักษา การใช้ยา และมาตรการการป้องกันหรือรักษาอื่นๆ
โดยเฉพาะโรคและความผิดปกติทั่วไป
? จัดการหรือสั่งให้ทำการทดสอบเพื่อวินิจฉัยโรค เช่น เอ็กซเรย์ ทดสอบคลื่นไฟฟ้าหัวใจ
และทดสอบในห้องปฏิบัติการ
? ทำการรักษาตามขั้นตอน เช่น ฉีดยา ฉีดวัคซีนเพื่อสร้างภูมิคุ้มกัน เย็บและรักษาแผล
และควบคุมไม่ให้ติดเชื้อ
? ช่วยเหลือแพทย์ในการผ่าตัดที่ยุ่งยากซับซ้อน
? เฝ้าติดตามความคืบหน้าในการรักษาและผลการรักษาผู้ป่วย และบ่งชี้ถึงสัญญาณและ
อาการที่แสดงถึงสิ่งผิดปกติที่ต้องให้แพทย์เข้ามาดูแล
? ให้คำแนะนำผู้ป่วยและครอบครัวในการควบคุมอาหาร การออกกำลังกาย และกิจวัตรอื่นๆ
ที่ช่วยป้องกันหรือรักษาโรคและความผิดปกติทางร่างกาย
? กำหนดและส่งต่อผู้ป่วยในกรณีที่ยุ่งยากหรือผิดปกติให้กับแพทย์ โรงพยาบาล หรือ
สถานที่อื่นๆ เพื่อการดูแลเป็นพิเศษ
? รายงานการเกิด การตาย และโรคติดเชื้อที่สำคัญที่ต้องแจ้งให้ทางการทราบเพื่อให้เป็นไป
ตามกฎหมายและระเบียบข้อบังคับของวิชาชีพ/จรรยาบรรณ
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? เจ้าหน้าที่กู้ชีพขั้นสูงที่ให้การดูแลเบื้องต้น
? เจ้าหน้าที่ประจำคลินิก (ผู้ช่วยแพทย์)
? ผู้ช่วยแพทย์
? เจ้าหน้าที่เทคนิคทางด้านศัลยกรรม
ยกเว้น
? แพทย์ทั่วไป ได้จัดประเภทไว้ในรหัสอาชีพ 2211
? ศัลยแพทย์ ได้จัดประเภทไว้ในรหัสอาชีพ 2212
? เจ้าหน้าที่ผู้ช่วยด้านการแพทย์ ได้จัดประเภทไว้ในรหัสอาชีพ 3256
? เจ้าหน้าที่ผู้ช่วยแพทย์ฉุกเฉิน ได้จัดประเภทไว้ในรหัสอาชีพ 3258
หมายเหตุ
? อาชีพที่จัดประเภทไว้ในรหัสอาชีพนี้จะต้องผ่านการฝึกอบรมในระดับอุดมศึกษาทั้งด้าน
ทฤษฎีและปฏิบัติทางการแพทย์ ผู้ปฏิบัติงานที่รักษาในกรณีฉุกเฉินและปฏิบัติงานบน
รถพยาบาล ได้จัดประเภทไว้ในรหัสอาชีพ 3258 (ผู้ปฏิบัติงานด้านรถพยาบาล)
","1"
24,225,22,สัตวแพทย์,"ปฏิบัติงานเกี่ยวกับการวินิจฉัย ป้องกัน และรักษาโรค อาการบาดเจ็บ และความผิดปกติของ
สัตว์ อาจเป็นการดูแลสัตว์ทั่วๆไป หรือเน้นให้การรักษาสัตว์เฉพาะกลุ่มหรือเฉพาะพื้นที่ หรือ
ให้บริการทางวิชาชีพแก่องค์การธุรกิจในการผลิตผลิตภัณฑ์ชีวภาพและเภสัชกรรม
ทำหน้าที่เกี่ยวกับ
? ระบุลักษณะและท่าทางที่ผิดปกติของสัตว์ โดยการทดสอบทางกายภาพ การทดสอบใน
ห้องปฏิบัติการ และวินิจฉัยโดยใช้เทคนิคทางด้านภาพ รวมถึงการเอ็กซเรย์และอัลตราซาวนด์
? รักษาสัตว์โดยใช้ยาและการผ่าตัด และจัดการและสั่งจ่ายยา ยาบรรเทาปวด และยาระงับ
ความรู้สึกทั้งตัว และยาชาเฉพาะที่
? ผ่าตัด ตกแต่งแผล และจัดวางกระดูกที่แตก
? ให้ความช่วยเหลือในการทำคลอดและทำฟันแก่สัตว์
? มีส่วนร่วมในโครงการป้องกันการเกิดและการแพร่ระบาดของโรคจากสัตว์
? ฉีดวัคซีนให้กับสัตว์เพื่อป้องกันโรคและทดสอบโรคติดต่อ และแจ้งให้กับเจ้าหน้าที่เมื่อมี
การระบาดของโรคติดต่อในสัตว์
? ชันสูตรเพื่อหาสาเหตุการตายของสัตว์
? ให้คำแนะนำแก่ลูกค้าเกี่ยวกับสัตว์ เช่น สุขภาพ โภชนาการ การให้อาหาร สุขอนามัย
การเพาะพันธุ์ และการดูแลสัตว์
? การฆ่าหรือช่วยให้สัตว์ที่ทุกข์ทรมานจากโรคหรืออาการบาดเจ็บที่รักษาไม่หาย ตายอย่าง
ไม่เจ็บปวด
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? พยาธิสัตวแพทย์
? สัตวแพทย์
? นักระบาดวิทยาทางสัตวแพทย์
? สัตวแพทย์ฝึกหัด
? สัตวแพทย์ด้านการผ่าตัด
","1"
25,226,22,ผู้ประกอบวิชาชีพอื่นๆ ด้านสุขภาพ,"ดำเนินการเกี่ยวกับการให้บริการด้านสุขภาพทางทันตกรรม ทางการแพทย์ สุขภาพสิ่งแวดล้อม
และสุขอนามัย อาชีวอนามัยและความปลอดภัย กายภาพบำบัด การโภชนาการ การบำบัดการ
ได้ยิน การพูด การมองเห็น และการบำบัดฟื้นฟู รวมถึงผู้ประกอบวิชาชีพทางด้านการแพทย์
อื่นๆ ยกเว้นแพทย์ แพทย์แผนโบราณและแพทย์ทางเลือกแพทย์ พยาบาลวิชาชีพ ผดุงครรภ์
วิชาชีพ และผู้ช่วยแพทย์
ทำหน้าที่เกี่ยวกับ
? ประเมินอาการผู้ป่วยหรือลูกค้าเพื่อระบุความผิดปกติ อาการเจ็บป่วย หรือปัญหาทางด้าน
สุขภาพ
? พัฒนาและจัดทำแผนการบำบัดรักษา และประเมินผลและจัดทำเอกสารรายงานความก้าวหน้า
ในการรักษาของผู้ป่วย
? ตรวจวินิจฉัยและบำบัดรักษาโรค อาการบาดเจ็บ และการทำงานที่ผิดปกติของฟัน ปาก
ขากรรไกร และเนื้อเยื่อภายในช่องปากที่เกี่ยวข้อง
? จัดเก็บ ถนอมรักษา ปรุง ทดสอบ และจ่ายยา และให้คำปรึกษาในการใช้ที่เหมาะสมและ
ผลข้างเคียง
? ประเมินผล วางแผนงาน และจัดทำโปรแกรมเพื่อการรับรู้ เฝ้าติดตาม และควบคุมปัจจัย
ด้านสิ่งแวดล้อมที่มีผลกระทบต่อสุขภาพของมนุษย์ เพื่อปรับปรุงหรือฟื้นฟูการตอบสนอง
ของอวัยวะต่างๆ ของมนุษย์ เพิ่มขีดความสามารถของมนุษย์ในการเคลื่อนไหวได้อย่าง
สูงสุด บรรเทาอาการเจ็บปวด หรือปรับปรุงผลกระทบของอาหารและโภชนาการที่มี
สุขภาพของมนุษย์
? ตรวจวินิจฉัยโรค จัดการ และบำบัดรักษาอาการผิดปกติทางร่างกายของมนุษย์ที่มีผลต่อ
การได้ยิน หรือการกลืน หรือความผิดปกติของตาและระบบการมองเห็น
? ให้คำแนะนำผู้ป่วยในการบำบัดรักษาและดูแลอย่างต่อเนื่อง และจัดหาหรือจัดการบริการ
ฟื้นฟูสมรรถภาพ
? ส่งต่อผู้ป่วยหรือปรึกษากับผู้ประกอบวิชาชีพด้านสุขภาพอื่นๆ หรือที่เกี่ยวข้อง ถ้าจำเป็น
","1"
26,231,23,ครูสอนระดับมหาวิทยาลัยและระดับอุดมศึกษา,"ปฏิบัติงานเกี่ยวกับการจัดทำและแจกเอกสารการบรรยายและดำเนินการสอนตั้งแต่หนึ่งวิชา
หรือมากกว่าตามหลักสูตรการเรียนการสอนของมหาวิทยาลัยหรือสถาบันการศึกษาอื่นๆ ใน
ระดับที่สูงกกว่า รวมถึงการวิจัย และจัดทำเอกสารและรายงานทางวิชาการ
ทำหน้าที่เกี่ยวกับ
? ออกแบบและแก้ไขหลักสูตร และจัดทำหลักสูตรการเรียนการสอนตามความต้องการ
? จัดเตรียมและทำการบรรยาย ดำเนินการสอน สัมมนา และการทดลองในห้องปฏิบัติการ
? กระตุ้นให้เกิดการแลกเปลี่ยนความคิดเห็นและการใช้ความคิดอย่างอิสระในกลุ่มนักเรียน
? ควบคุมการทำการทดลองและการปฏิบัติงานของนักศึกษา
? จัดการ ประเมินผล และให้คะแนนข้อสอบและการทดสอบ
? ควบคุมการทำวิจัยของนักศึกษาในระดับสูงกว่าปริญญาตรีหรือสมาชิกอื่นๆ ในภาควิชา
? วิจัยและพัฒนาแนวคิด ทฤษฎี และวิธีการปฏิบัติงานในการประยุกต์ใช้ทางอุตสาหกรรม
และสาขาอื่นๆ
? จัดทำหนังสืองานวิจัย เอกสาร หรือบทความทางวิชาการ
? มีส่วนร่วมในการพบปะพูดคุย/รวมกลุ่ม ประชุมและสัมมนาภายในแผนกและคณะ
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? อาจารย์สอนในระดับอุดมศึกษา
? อาจารย์มหาวิทยาลัย
ยกเว้น
? อธิการบดีมหาวิทยาลัย ได้จัดประเภทไว้ในรหัสอาชีพ 1120
? คณบดี ได้จัดประเภทไว้ในรหัสอาชีพ 1345
? หัวหน้าภาควิชาในระดับอุดมศึกษา ได้จัดประเภทไว้ในรหัสอาชีพ 1345
? ครูสอนระดับอาชีวศึกษา ได้จัดประเภทไว้ในรหัสอาชีพ 2320
","1"
27,232,23,ครูสอนระดับอาชีวศึกษา,"ครูสอนระดับอาชีวศึกษา ดำเนินงานเกี่ยวกับการสอนหรือชี้แนะวิชาในหลักสูตรด้านวิชาชีพ
สำหรับผู้ใหญ่ในสถาบันการศึกษาเพื่อการศึกษาต่อ และสำหรับนักเรียนชั้นปีสุดท้ายในระดับ
มัธยมศึกษาและวิทยาลัย เพื่อเตรียมความพร้อมของนักเรียนในการเข้าทำงานในอาชีพหรือ
สาขาอาชีพเฉพาะด้านที่ไม่มีอยู่ในมหาวิทยาลัยหรือระดับอุดมศึกษา
ทำหน้าที่เกี่ยวกับ
? พัฒนาหลักสูตร และวางแผนเนื้อหาหลักสูตรและวิธีการสอน
? กำหนดหลักสูตรการฝึกอบรมที่จำเป็นสำหรับนักเรียนหรือผู้ปฏิบัติงาน และประสานกับ
บุคคล หน่วยงานภาคอุตสาหกรรมและการศึกษาสาขาอื่นๆ เพื่อจัดหาโครงการการศึกษา
และการฝึกอบรมที่เกี่ยวข้อง
? ทำการบรรยายและแลกเปลี่ยนความคิดเห็นเพื่อเพิ่มความรู้และความสามารถของนักเรียน
? สอนและควบคุมดูแลนักเรียนในการใช้เครื่องมือ อุปกรณ์ และวัสดุ และป้องกันการ
บาดเจ็บและความเสียหายที่จะเกิดขึ้น
? เฝ้าสังเกตและประเมินงานของนักเรียนเพื่อกำหนดความก้าวหน้า แสดงข้อคิดเห็นและให้
คำแนะนำเพื่อปรับปรุงการเรียนให้ดีขึ้น
? สอบปากเปล่า สอบข้อเขียน หรือทดสอบความสามารถเพื่อวัดความก้าวหน้า ประเมิน
ประสิทธิผลการฝึกอบรม และขีดความสามารถ
? จัดทำรายงานและดูแลบันทึก เช่น ระดับคะแนนของนักเรียน การเข้าชั้นเรียน และ
รายละเอียดกิจกรรมการฝึกอบรม
? ควบคุมโครงงานเดี่ยวหรือกลุ่ม งานทดลองในห้องปฏิบัติการ หรือการฝึกอบรมอื่นๆ
? ดำเนินการเรียนรู้แบบเอกัตภาพ20/และการสอนพิเศษหรือการสอนซ่อมเสริม
? ดำเนินการฝึกอบรมด้วยการปฏิบัติงานจริงเพื่อพัฒนานักเรียนด้วยการสอนและการสาธิต
หลักการ เทคนิค ขั้นตอนการปฏิบัติงาน หรือวิธีการตามที่วิชาต่างๆ ได้กำหนดไว้
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? ครูสอนด้านเทคโนโลยียานยนต์
? ครูสอนด้านสำอางวิทยา21/
? ครูสอนระดับอาชีวศึกษา
ยกเว้น
? ครูใหญ่ ได้จัดประเภทไว้ในรหัสอาชีพ 1345
? ครูสอนระดับมัธยมศึกษา ได้จัดประเภทไว้ในรหัสอาชีพ 2330
","1"
28,233,23,ครูสอนระดับมัธยมศึกษา,"ปฏิบัติงานเกี่ยวกับการสอนวิชาต่างๆ ตั้งแต่หนึ่งวิชาหรือมากกว่าในระดับมัธยมศึกษา ที่
นอกเหนือจากวิชาที่สอนเพื่อเตรียมนักเรียนให้พร้อมสำหรับการประกอบอาชีพ
ทำหน้าที่เกี่ยวกับ
? ออกแบบและแก้ไขปรับปรุงหลักสูตร และจัดทำหลักสูตรการศึกษาตามโครงสร้างหลักสูตร
? สร้างและบังคับใช้ระเบียบข้อบังคับในการควบคุมความประพฤติและวิธีการปฏิบัติเพื่อ
รักษาความเป็นระเบียบวินัยในหมู่นักเรียน
? จัดทำและให้บทเรียน แลกเปลี่ยนความคิดเห็น และสาธิตในวิชาต่างๆ
? จัดทำวัตถุประสงค์ที่ชัดเจนในทุกบทเรียน ทุกหน่วย และทุกโครงการ และสื่อสาร
วัตถุประสงค์เหล่านี้ให้นักเรียนเข้าใจ
? จัดทำวัสดุการเรียนการสอนและชั้นเรียนให้พร้อมสำหรับทำกิจกรรมในชั้นเรียน
? ปรับวิธีการสอนและสื่อการสอนให้ตรงกับความต้องการและความสนใจของนักเรียน
? เฝ้าสังเกตและประเมินสมรรถนะและพฤติกรรมของนักเรียน
? จัดทำและสร้างแบบทดสอบ งานสำหรับมอบหมาย และข้อสอบ เพื่อประเมิน
ความก้าวหน้าของนักเรียน
? จัดทำรายงานเกี่ยวกับงานของนักเรียนและหารือกับครูผู้สอนอื่นรวมถึงพ่อแม่/ผู้ปกครอง
? มีส่วนร่วมในการประชุมที่เกี่ยวข้องกับนโยบายการศึกษาและการจัดการของโรงเรียน
? วางแผน จัดการ และมีส่วนร่วมในกิจกรรมของโรงเรียน เช่น ทัศนศึกษา การแข่งขันกีฬา
การแสดงดนตรี
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? ครูสอนระดับมัธยมศึกษา
ยกเว้น
? ครูใหญ่ ได้จัดประเภทไว้ในรหัสอาชีพ 1345
? ครูสอนระดับอาชีวศึกษา ได้จัดประเภทไว้ในรหัสอาชีพ 2320
? ผู้ตรวจการโรงเรียน ได้จัดประเภทไว้ในรหัสอาชีพ 2351
? ครูสอนพิเศษภาษา (การเรียนแบบตัวต่อตัว) ได้จัดประเภทไว้ในรหัสอาชีพ 2353
? ครูสอนพิเศษคณิตศาสตร์ (การเรียนแบบตัวต่อตัว) ได้จัดประเภทไว้ในรหัสอาชีพ 2359
? ที่ปรึกษาโรงเรียน ได้จัดประเภทไว้ในรหัสอาชีพ 2359
","1"
29,234,23,ครูสอนระดับประถมศึกษาและระดับปฐมวัย,"ปฏิบัติงานเกี่ยวกับการสอนในวิชาต่างๆ ที่อยู่ในระดับประถมศึกษา และจัดกิจกรรมการศึกษา
ของเด็กที่อยู่ในระดับปฐมวัย
ทำหน้าที่เกี่ยวกับ
? จัดทำโปรแกรมการเรียนการสอนและสอนวิชาต่างๆ ที่อยู่ในระดับประถมศึกษา
? วางแผนและจัดการกิจกรรมต่างๆ ที่ออกแบบเพื่อเสริมสร้างทักษะทางด้านภาษา กายภาพ
และสังคมของเด็ก
? จัดทำรายงาน
? ควบคุมการทำงานของผู้ปฏิบัติงานอื่นๆ
","1"
30,235,23,ผู้ประกอบวิชาชีพอื่นๆ ด้านการสอน,"ปฏิบัติงานเกี่ยวกับเกี่ยวกับการวิจัยและให้คำปรึกษาแนะนำวิธีการสอน ทำการสอนบุคคลในที่
มีปัญหาในการเรียนรู้หรือความจำเป็นพิเศษ สอนภาษาที่ไม่ใช่ภาษาท้องถิ่นให้กับผู้ที่ต้องการ
ย้ายถิ่นและเพื่อวัตถุประสงค์อื่นที่คล้ายกัน สอนพิเศษส่วนบุคคล สอนศิลปะ เทคโนโลยี
สารสนเทศ และวิชาอื่นๆ ที่นอกเหนือจากการเรียนในระบบการศึกษาในระดับประถมศึกษา
ระดับมัธยมศึกษา และระดับอุดมศึกษา และให้บริการด้านการสอนอื่นๆ ที่ไม่ได้จัดประเภทไว้
ในที่อื่นภายใต้หมวดย่อย 23 (ผู้ประกอบวิชาชีพด้านการสอน)
ทำหน้าที่เกี่ยวกับ
? ทำการวิจัยและพัฒนา หรือให้คำปรึกษาแนะนำวิธีการสอน หลักสูตร และให้ความช่วยเหลือ
? สอนเด็ก เยาวชน หรือผู้ใหญ่ที่พิการทางร่างกาย หรือบุคคลที่มีปัญหาในการเรียนรู้ หรือ
บุคคลที่มีความต้องการพิเศษอื่นๆ สอนภาษาที่ไม่ใช่ภาษาท้องถิ่นเพื่อจุดประสงค์ในการ
ย้ายถิ่น
? สอนนักเรียนทั้งในทางปฏิบัติ ทฤษฎี และการแสดงออกทางดนตรี ละคร เต้นรำ ทัศนศิลป์
และศิลปะอื่นๆ
? พัฒนา จัดทำตารางการสอน และดำเนินโครงการและหลักสูตรฝึกอบรมสำหรับผู้ใช้
ทางด้านเทคโนโลยีสารสนเทศ
","1"
31,241,24,ผู้ประกอบวิชาชีพด้านการเงิน,"ปฏิบัติงานเกี่ยวกับการวางแผน พัฒนา จัดการ บริหาร ลงทุน และดำเนินการวิเคราะห์เชิง
ปริมาณทั้งระบบหรือกองทุนบัญชีการเงินสำหรับบุคคล สถานประกอบการ และสถาบันของ
ภาครัฐและเอกชน
ทำหน้าที่เกี่ยวกับ
? จัดเตรียมและจัดทำงบการเงินขององค์การ
? ทบทวนเอกสารทางการเงินขององค์การ
? ให้คำปรึกษาด้านการเงินแก่บุคคลและองค์การ
? จัดทำรายงานวิเคราะห์ทั้งในภาพรวมของเศรษฐกิจทั้งหมดและที่แยกเป็นหมวดหมู่
","1"
32,242,24,ผู้ประกอบวิชาชีพด้านการบริหาร,"ปฏิบัติงานเกี่ยวกับการประยุกต์หลักการและทฤษฎีเกี่ยวกับการปรับปรุงประสิทธิผลของ
องค์การและบุคคลภายในองค์การ
ทำหน้าที่เกี่ยวกับ
? ประเมินโครงสร้างองค์การและให้ข้อเสนอแนะเกี่ยวกับการปรับปรุง
? ตรวจสอบให้แน่ใจว่าการดำเนินงานขององค์การนั้นสอดคล้องตามนโยบายและ
วัตถุประสงค์ขององค์การ
? คัดเลือก ฝึกอบรม พัฒนา และให้คำปรึกษาด้านบุคลากรภายในองค์การ
","1"
