code,title,title_tokenized,description,description_tokenized,title_en,description_en,kw,kw_en
01134,การปลูกพืชจำพวกรากและหัว ยกเว้นมันสำปะหลัง,การ|ปลูก|พืช|จำพวก|ราก|และ|หัว| |ยกเว้น|มันสำปะหลัง,การปลูกพืชจำพวกรากและหัวที่ให้สตาร์ชและอินนูลินสูง เช่น มันฝรั่ง มันเทศ เผือก กลอย มันเสา ท้าวยายม่อม และพืชจำพวกรากและหัวอื่น ๆ,การ|ปลูก|พืช|จำพวก|ราก|และ|หัว|ที่|ให้|สตาร์|ช|และ|อิน|นู|ลิ|น|สูง| |เช่น| |มันฝรั่ง| |มันเทศ| |เผือก| |กลอย| |มันเสา| |ท้าว|ยาย|ม่อม| |และ|พืช|จำพวก|ราก|และ|หัว|อื่น| |ๆ,growing of root and head crops except cassava,"growing of roots and heads for starovs and inns such as sweet potato , white water , and damra , and the roots and other heads .",หัว|พืชจำพวกราก|สตาร์|ท้าวยายม่อม|นูลิสูง|มันฝรั่ง|มันเทศ|เผือก|กลอย|มันเสา,heads .|root plant|star .|dam-cham .|nulli high .|potatoes .|sweet potatoes .|albino. ed .|- he &apos;s gone .|it &apos;s a pillar .
01135,การปลูกมันสำปะหลัง,การ|ปลูก|มันสำปะหลัง,การปลูกมันสำปะหลัง,การ|ปลูก|มันสำปะหลัง,cassava cultivation,cassava cultivation,ปลูกมันสำปะหลัง,plant the cassava
01136,การเพาะเห็ด,การ|เพาะ|เห็ด,การปลูกเห็ดชนิดมัชรูม เช่น เห็ดหอม เห็ดฟาง เห็ดนางฟ้า ฯลฯ และเห็ด ชนิดทรัฟเฟิล แต่ไม่รวมถึง การเพาะเชื้อเห็ดส่าเห็ด ดูกิจกรรม 01302,การ|ปลูก|เห็ด|ชนิด|มัช|รูม| |เช่น| |เห็ด|หอม| |เห็ด|ฟาง| |เห็ด|นางฟ้า| |ฯลฯ| |และ|เห็ด| |ชนิด|ทรัฟเฟิล| |แต่|ไม่|รวมถึง| |การ|เพาะเชื้อ|เห็ด|ส่าเห็ด| |ดู|กิจกรรม| |01302,growing of mushrooms,"growing of caps , rooms such as mushrooms , mushrooms , mushrooms , fairies and truffles , but not including the culture of agite-mushroom , including the culture of corn and stupedi .",รูม|เพาะเชื้อเห็ดส่าเห็ด|เห็ดหอม|ชนิดทรัฟเฟิล|เห็ดฟาง|เห็ดนางฟ้า|เห็ด,"room .|culture , yeast , mushroom .|fragrant mushrooms|- it &apos;s truffle .|straw mushroom|fairy mushrooms .|mushrooms ."
01139,การปลูกพืชผักอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การ|ปลูก|พืชผัก|อื่น| |ๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น,การปลูกพืชผักกินดอก เช่น แค โสน ขจร ฯลฯ การปลูกพืชที่มีเมล็ด ยกเว้น เมล็ดหัวผักกาด การปลูกชูการ์บีทและพืชผักอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น แต่ไม่รวมถึง การปลูกพริกและพริกไทย พริกในตระกูลแคปซิกัม และพืชที่ใช้เป็น เครื่องเทศและพืชน้ำมันหอมระเหยอื่น ๆ ดูหมู่ย่อย 0128 การปลูกหัวผักกาดที่ให้เมล็ด ดูกิจกรรม 01199,การ|ปลูก|พืชผัก|กินดอก| |เช่น| |แค| |โสน| |ขจร| |ฯลฯ| |การ|ปลูก|พืช|ที่|มี|เมล็ด| |ยกเว้น| |เมล็ด|หัวผักกาด| |การ|ปลูก|ชู|การ|์|บีท|และ|พืชผัก|อื่น| |ๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น| |แต่|ไม่|รวมถึง| |การ|ปลูก|พริก|และ|พริกไทย| |พริก|ใน|ตระกูล|แคป|ซิ|กัม| |และ|พืช|ที่|ใช้|เป็น| |เครื่องเทศ|และ|พืช|น้ำมัน|หอม|ระเหย|อื่น| |ๆ| |ดู|หมู่|ย่อย| |0128| |การ|ปลูก|หัวผักกาด|ที่|ให้|เมล็ด| |ดู|กิจกรรม| |01199,growing of other vegetables n.e.c,"growing of vegetables such as canning , etc . , as the growing of seed , except the growing of beet , and the growing of other vegetables not included , but not the growing of chili peppers and pepper in the cigamm , and other aromatic crops , and the brigham , and the poring of brims , and the poring of poring .",แค|เมล็ด|โสน|ปลูกหัวผักกาด|ขจร|ปลูกพืช|มีเมล็ด|ยกเว้น|เมล็ดหัวผักกาด|ปลูกชู|บีท|พืชผักอื่น|จัดประเภทไว้|ที่อื่น|ปลูกพริก|พริกไทย|พริก|ตระกูลแคปซิกัม|พืช|ใช้เป็น|เครื่องเทศ|พืชน้ำมันหอม|ระเหยอื่น|ดูหมู่ย่อย,claire .|seeds ?|jason !|grow some beet|no .|grow a plant|there are seeds .|except ...|beet seeds|grow shu|beets !|other vegetables|sort out|somewhere else .|grow hot peppers|pepper .|chili peppers .|the casigan family .|plants .|use as|spices .|vegetable oil|vaporize others .|watch the subgroup .
01140,การปลูกอ้อย,การ|ปลูก|อ้อย,การปลูกอ้อยเคี้ยวหรืออ้อยโรงงาน แต่ไม่รวมถึง การปลูกชูการ์บีท ดูกิจกรรม 01139,การ|ปลูก|อ้อย|เคี้ยว|หรือ|อ้อย|โรงงาน| |แต่|ไม่|รวมถึง| |การ|ปลูก|ชู|การ|์|บีท| |ดู|กิจกรรม| |01139,growing of sugar cane,"and with which the cane was grown , and with which the cane was made , and not with which the solong crop was grown , and with which lagri was not included .",อ้อยโรงงาน|บีท|ปลูกชู,a factory cane|beets !|grow shu
01150,การปลูกยาสูบ,การ|ปลูก|ยาสูบ,การปลูกยาสูบซึ่งมิได้ใช้ในโรงงานอุตสาหกรรม ก้านใบยา ยาเส้นที่ผ่านการบ่มแล้ว,การ|ปลูก|ยาสูบ|ซึ่ง|มิได้|ใช้|ใน|โรงงานอุตสาหกรรม| |ก้าน|ใบยา| |ยาเส้น|ที่|ผ่าน|การบ่ม|แล้ว,growing of tobacco,growing of unmanufactured tobacco,โรงงานอุตสาหกรรม|ยาเส้น|ก้านใบยา,an industrial plant|a tobacco pipe|- it &apos;s a drug supply chain .
01161,การปลูกฝ้าย,การ|ปลูก|ฝ้าย,การปลูกฝ้าย รวมถึงการหีบฝ้ายที่ดำเนินการในแหล่งเดียวกัน แต่ไม่รวมถึง การหีบฝ้าย โดยได้รับค่าตอบแทนหรือตามสัญญาจ้าง ดูกิจกรรม 01630,การ|ปลูก|ฝ้าย| |รวมถึง|การ|หีบฝ้าย|ที่|ดำเนินการ|ใน|แหล่ง|เดียวกัน| |แต่|ไม่|รวมถึง| |การ|หีบฝ้าย| |โดย|ได้รับ|ค่าตอบแทน|หรือ|ตาม|สัญญาจ้าง| |ดู|กิจกรรม| |01630,the cultivation of cotton,growing of cotton including a cotton phonograph carried on the same place but not including the gorging of cotton on a fee or contract basis,หีบฝ้าย|สัญญาจ้าง,cotton ginning|a contract fee
01169,การปลูกพืชเส้นใยอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การ|ปลูก|พืช|เส้นใย|อื่น| |ๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น,การปลูกปอ ปอกระเจา ปอแก้ว ปอเทืองและพืชอื่น ๆ ที่ให้เส้นใยเพื่อทำ สิ่งทอ การปลูกแฟลกส์และป่านศรนารายณ์ ป่านมานิลา ป่านอะบากา ป่านรามี และพืชเส้นใยอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น การนำพืชแช่น้ำหรือตากน้ำค้าง เพื่อผลิตเส้นใยสิ่งทอ ปอกระเจา แฟลกส์หรือใยมะพร้าว,การ|ปลูก|ปอ| |ปอ|กระเจา| |ปอ|แก้ว| |ปอ|เทือ|ง|และ|พืช|อื่น| |ๆ| |ที่|ให้|เส้นใย|เพื่อ|ทำ| |สิ่งทอ| |การ|ปลูก|แฟลกส์|และ|ป่าน|ศรนารายณ์| |ป่าน|มา|นิ|ลา| |ป่าน|อะ|บา|กา| |ป่า|นรา|มี| |และ|พืช|เส้นใย|อื่น| |ๆ| |ซึ่ง|มิได้|จัด|ประเภท|ไว้|ใน|ที่อื่น| |การนำ|พืช|แช่น้ำ|หรือ|ตาก|น้ำค้าง| |เพื่อ|ผลิต|เส้นใย|สิ่งทอ| |ปอ|กระเจา| |แฟลกส์|หรือ|ใย|มะพร้าว,growing of other fibre crops not elsewhere classified,"growing of jute jute jute and other textile fibres as well as of textile fibres : growing , growing , growing , and growing of textile fibres , along with along with other crops , and other plants and shrubs , which are not classified in other places , where dew or dew is used to produce cotton fibers , or cocoons .",ปอกระเจา|แฟลกส์|พืชอื่น|เส้นใย|ทำ|สิ่งทอ|ปลูกแฟลกส์|ป่านศรนารายณ์|ป่าน|นิลา|ป่านอะบากา|ป่านรามี|พืชเส้นใย|จัดประเภทไว้|ที่อื่น|การนำพืชแช่น้ำ,jute jute|sex flack .|other plants .|fiber .|- yeah .|textiles|grow a sex crop|of course they do .|flax .|nicola .|flax .|- the rafts have ...|a fibre plant|sort out|somewhere else .|water bath
01191,การปลูกข้าวโพดเลี้ยงสัตว์,การ|ปลูก|ข้าวโพด|เลี้ยงสัตว์,การปลูกข้าวโพดเลี้ยงสัตว์ แต่ไม่รวมถึง การปลูกข้าวโพดที่ใช้เมล็ดแก่ ดูกิจกรรม 01111 การปลูกข้าวโพดที่กินฝักสด เช่น ข้าวโพดหวาน ข้าวโพดฝักอ่อน ดูกิจกรรม 01132,การ|ปลูก|ข้าวโพด|เลี้ยงสัตว์| |แต่|ไม่|รวมถึง| |การ|ปลูก|ข้าวโพด|ที่|ใช้|เมล็ด|แก่| |ดู|กิจกรรม| |01111| |การ|ปลูก|ข้าวโพด|ที่|กิน|ฝัก|สด| |เช่น| |ข้าวโพด|หวาน| |ข้าวโพด|ฝัก|อ่อน| |ดู|กิจกรรม| |01132,growing of corn and livestock,"and not to the growing of corn , but not to the growing of corn , which was with the stroke of death , with the stuxnet , with the growing of corn growing of green ears of corn , as well as with thin corn , with a long way of looking .",ปลูกข้าวโพด|ดูกิจกรรม,grow corn|watch the activity
01192,การปลูกพืชล้มลุกที่ใช้เป็นอาหารสัตว์ยกเว้น ข้าวโพดเลี้ยงสัตว์,การ|ปลูก|พืชล้มลุก|ที่|ใช้|เป็น|อาหารสัตว์|ยกเว้น| |ข้าวโพด|เลี้ยงสัตว์,การปลูกสวีด แมนโกลด์ พืชหัวสด โคลเวอร์ อัลฟาฟา เซนฟอน หญ้าชนิดอื่น ๆ ที่ใช้เป็นอาหารสัตว์,การ|ปลูก|ส|วี|ด| |แมน|โกลด์| |พืช|หัว|สด| |โคล|เวอร์| |อัล|ฟา|ฟา| |เซน|ฟอน| |หญ้า|ชนิด|อื่น| |ๆ| |ที่|ใช้|เป็น|อาหารสัตว์,growing of non-perennial crops except maize and livestock,"growing of snobbish men gold , fresh plants , clover , alfalfa , grass , other kinds of fodder ...",แมนโกลด์|หญ้าชนิด|พืชหัวสด|เซนฟอน|โคลเวอร์|อัลฟาฟา,man gold .|type of grass|fresh head plants .|senfonzie .|clover ?|alpha ...
01193,การปลูกกล้วยไม้,การ|ปลูก|กล้วยไม้,การปลูกกล้วยไม้พันธุ์ต่าง ๆ แต่ไม่รวมถึง การปลูกไม้ดอกอื่น ๆ ดูกิจกรรม 01194 การขยายพันธุ์กล้วยไม้ดูกิจกรรม 01302,การ|ปลูก|กล้วยไม้|พันธุ์|ต่าง ๆ| |แต่|ไม่|รวมถึง| |การ|ปลูก|ไม้ดอก|อื่น| |ๆ| |ดู|กิจกรรม| |01194| |การ|ขยายพันธุ์|กล้วยไม้|ดู|กิจกรรม| |01302,growing of orchids,"not including the other kind of growing of orchids , or the sort of donkey activity , or stuxed , or lagring , or gook , or gook , or gook .",ปลูกไม้ดอก|ขยายพันธุ์กล้วยไม้ดู|ดูกิจกรรม,"grow a flower|breeds orchids , look .|watch the activity"
01194,การปลูกไม้ดอกอื่น ๆ ยกเว้น กล้วยไม้,การ|ปลูก|ไม้ดอก|อื่น| |ๆ| |ยกเว้น| |กล้วยไม้,การปลูกไม้ดอก เช่น มะลิ ดาวเรือง กุหลาบ การผลิตไม้ตัดดอกและ กล้าไม้ดอก รวมถึงการปลูกไม้ดอกเพื่อเก็บเมล็ดพันธุ์ แต่ไม่รวมถึง การปลูกกล้วยไม้ดูกิจกรรม 01193 การทำสวนไม้ประดับ ดูกิจกรรม 01301 กระบวนการจัดการเมล็ดพันธุ์เพื่อการขยายพันธุ์ดูกิจกรรม 01640,การ|ปลูก|ไม้ดอก| |เช่น| |มะลิ| |ดาวเรือง| |กุหลาบ| |การผลิต|ไม้|ตัด|ดอก|และ| |กล้า|ไม้ดอก| |รวมถึง|การ|ปลูก|ไม้ดอก|เพื่อ|เก็บ|เมล็ดพันธุ์| |แต่|ไม่|รวมถึง| |การ|ปลูก|กล้วยไม้|ดู|กิจกรรม| |01193| |การ|ทำสวน|ไม้ประดับ| |ดู|กิจกรรม| |01301| |กระบวนการ|จัดการ|เมล็ดพันธุ์|เพื่อ|การ|ขยายพันธุ์|ดู|กิจกรรม| |01640,growing of other flowers except orchids,"the growing of jasmine , the rose , the rose , the flower , the flower , and not the growing of the seed , but the doing of the great , and the doing of stuxnet , and the doing of the stuxnet , and the doing of the stuxnet , and the doing of the stuxnet , and not including the growing of the orchids .",ปลูกไม้ดอก|กิจกรรม|กุหลาบ|การผลิตไม้ตัด,grow a flower|activities|roses .|manufacture of cut timber
