occupation_code,group_code,occupation_name,description,status
4132,413,เจ้าหน้าที่บันทึกข้อมูล,"ปฏิบัติงานเกี่ยวกับการบันทึกข้อมูลรหัส ข้อมูลสถิติ ข้อมูลทางการเงิน และข้อมูลตัวเลขอื่นๆ
เข้าสู่อุปกรณ์อิเล็กทรอนิกส์เพื่อประมวลผลฐานข้อมูล โปรแกรมตารางจัดการ (spreadsheet)
หรือการเก็บข้อมูลด้วยวิธีอื่นๆ โดยใช้อุปกรณ์ที่มีแผงพิมพ์ เมาส์ หรือเครื่องแสกนภาพด้วยแสง
โปรแกรมสั่งงานด้วยเสียง หรือเครื่องมือนำเข้าข้อมูลอื่นๆ นำเข้าข้อมูลลงในเครื่องจักรกลและ
อุปกรณ์อิเล็กทรอนิกส์เพื่อทำการประมวลผลทางคณิตศาสตร์
ทำหน้าที่เกี่ยวกับ
? รับและลงทะเบียนใบเสนอราคาขายสินค้า แบบฟอร์ม บันทึก และเอกสารอื่นๆ เพื่อเก็บ
ข้อมูล
? บันทึกข้อมูลตัวเลข รหัส และคำจากแหล่งกำเนิดข้อมูลเข้าสู่อุปกรณ์จัดเก็บและประมวลผล
ข้อมูลที่ทำงานร่วมกับคอมพิวเตอร์ได้
? ตรวจสอบความถูกต้องและความสมบูรณ์ของข้อมูล และแก้ไขข้อมูลที่นำเข้าถ้าจำเป็น
? ปฏิบัติงาน ด้วยเครื่องทำบัญชีและเครื่องคำนวณ
? นำข้อมูลเข้าและส่งข้อมูลออกระหว่างระบบฐานข้อมูลและซอฟท์แวร์ที่แตกต่างกัน
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? เจ้าหน้าที่บันทึกข้อมูล
? พนักงานนำเข้าข้อมูล
? พนักงานบันทึกรายการชำระเงิน
",1
4211,421,เสมียนรับฝาก- ถอนเงินของธนาคาร และเสมียนที่เกี่ยวข้อง,"ดำเนินงานเกี่ยวกับการติดต่อกับลูกค้าของธนาคารหรือที่ทำการไปรษณีย์โดยตรงในการรับเงิน
จ่ายเงิน แลกเงิน ชำระเงิน หรือการให้บริการทางไปรษณีย์
ทำหน้าที่เกี่ยวกับ
? ติดต่องานกับลูกค้าในการให้บริการรับฝาก-ถอนเงิน เช็ค โอนเงิน ชำระเงินตามใบเสร็จ
ชำระเงินที่ใช้จ่ายผ่านบัตรเครดิต ชำระเงินตามใบสั่งจ่ายเงิน รับรองการจ่ายเช็ค และ
การทำธุรกรรมของธนาคารอื่นๆ
? ลงบัญชีรายรับและหักบัญชีรายจ่ายของลูกค้า
? ชำระเงินและโอนเงินให้ในนามของลูกค้า
? รับแลกเงินจากสกุลหนึ่งไปยังอีกสกุลหนึ่งตามที่ลูกค้าต้องการ
? รับจดหมาย จำหน่ายดวงตราไปรษณียากร และปฏิบัติหน้าที่อื่นๆ ที่เคาน์เตอร์ที่ทำการ
ไปรษณีย์ เช่น การชำระเงินตามใบเสร็จ การโอนเงิน และงานอื่นๆ ที่เกี่ยวข้อง
? บันทึกธุรกรรมที่ดำเนินการทั้งหมดและตรวจสอบให้ตรงกันกับยอดเงิน
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? พนักงานประจำเคาน์เตอร์ที่ทำการไปรษณีย์
? พนักงานรับแลกเงินตราต่างประเทศ
? พนักงานรับฝาก-ถอนเงินของธนาคาร
ยกเว้น
? พนักงานแคชเชียร์ ได้จัดประเภทไว้ในรหัสอาชีพ 5230
",1
4212,421,เจ้ามือรับพนัน คนเก็บและจ่ายเงินพนัน และพนักงานที่เกี่ยวข้องกับการพนัน,"ปฏิบัติงานเกี่ยวกับการกำหนดอัตราความเสี่ยง โอกาสเป็นฝ่ายชนะ จ่ายเงินให้แก่ผู้ชนะและ
เก็บเงินจากผู้แพ้ตามผลที่เกิดขึ้นจากการพนันแข่งขันกีฬาหรือเหตุการณ์อื่นๆ หรือเป็นผู้ดำเนิน
เกมการพนันในสถานที่จัดการพนัน
ทำหน้าที่เกี่ยวกับ
? กำหนดอัตราความเสี่ยงเพื่อกำหนดโอกาสที่จะได้และเสียจากการพนัน
? จัดทำรายการค่าประมาณโอกาสความเป็นต่อจากการพนัน
? จ่ายไพ่ ทอยลูกเต๋า ปั่นวงล้อเกมรูเล็ต
? ชี้แจงและอธิบายผลตามกฎการเล่นพนันของสถานที่จัดการพนัน
? ประกาศหมายเลขที่ชนะ จ่ายเงินให้แก่ผู้ชนะ และเก็บเงินจากผู้แพ้การพนัน
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? เจ้ามือการพนัน
? คนเก็บและจ่ายเงินพนัน
",1
4213,421,เสมียนโรงรับจำนำและผู้ให้กู้ยืมเงิน,"ปฏิบัติงานเกี่ยวกับการให้กู้ยืมเงินโดยนำสิ่งของมาวางไว้เป็นหลักประกัน หรือใช้ทรัพย์สิน
หรือหลักทรัพย์เป็นประกัน
ทำหน้าที่เกี่ยวกับ
? ประเมินมูลค่าสิ่งของที่นำมาวางไว้เป็นหลักประกัน คำนวณดอกเบี้ยและเงินให้กู้ยืม
? คืนสิ่งของเมื่อได้รับการชำระเงินคืน หรือนำสิ่งของได้นำมาวางไว้เป็นหลักประกันมา
จำหน่ายในกรณีที่ไม่มีการชำระเงินเพื่อไถ่คืน
? ออกเงินกู้ส่วนบุคคลโดยใช้พืชผลที่จะเก็บเกี่ยวได้ในอนาคตหรือการดำเนินการอื่นๆ ที่
คล้ายกันเป็นหลักประกัน
? เก็บรวบรวมเงินที่ให้กู้ยืมโดยใช้พืชผลที่จะเก็บเกี่ยวได้ในอนาคตหรือการดำเนินการอื่นๆ
ที่คล้ายกันเป็นหลักประกัน
? เก็บบันทึกรายการสิ่งของที่ได้มา รวมถึงจำนวนเงินทั้งที่จ่ายไปและที่ได้มา
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? ผู้ให้กู้ยืมเงิน
? นายหน้าให้กู้ยืมเงิน
? ผู้รับจำนำสินค้า
? เจ้าหน้าที่โรงรับจำนำ
",1
4214,421,พนักงานเร่งรัดหนี้สินและพนักงานที่เกี่ยวข้อง,"ปฏิบัติงานเกี่ยวกับการเรียกเก็บเงินที่ไม่ชำระตามกำหนดเวลา รวมถึงเช็คเด้ง ทำการเชิญชวน
เรี่ยไร และเรียกเก็บเงินเพื่อการกุศล
ทำหน้าที่เกี่ยวกับ
? สืบเสาะและหาที่อยู่ของลูกหนี้
? โทรศัพท์ ไปพบ หรือทำหนังสือแจ้งไปยังลูกค้าเพื่อเรียกเก็บเงินหรือนัดหมายให้มาชำระ
เงินต่อไป
? จัดทำรายงานจำนวนเงินที่จัดเก็บได้ และรวบรวมเอกสารที่เกี่ยวข้องกับงานดังกล่าว
? ให้ข้อเสนอแนะการปฏิบัติงานในด้านกฎหมายหรือระงับการให้บริการในกรณีที่ไม่สามารถ
เรียกชำระเงินคืนได้
? เชิญชวน เรี่ยไร และเรียกเก็บเงินเพื่อการกุศล
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? พนักงานเก็บเงินตามใบเสร็จ
? พนักงานเก็บเงินการกุศล
? พนักงานเร่งรัดหนี้สิน
? พนักงานทวงหนี้
",1
4221,422,เสมียนและเจ้าหน้าที่ให้คำปรึกษาด้านการท่องเที่ยว,"ปฏิบัติงานเกี่ยวกับการจัดหาข้อมูลที่เกี่ยวกับที่หมายของการเดินทาง จัดเตรียมกำหนดการเดินทาง
สำรองที่พัก งานทะเบียนผู้โดยสาร ณ บริเวณจุดขาเข้าและขาออก รวมถึงเรื่องอื่นๆ ที่จำเป็นต่อ
การท่องเที่ยว และจัดนำเที่ยวเป็นหมู่คณะ
ทำหน้าที่เกี่ยวกับ
? จัดหาข้อมูลข่าวสารเกี่ยวกับการเดินทางและที่พักที่เหมาะสม ไม่แพง และสะดวกสบาย
โดยพยายามหาข้อมูลจนแน่ใจว่าตรงตามที่ลูกค้าต้องการ และให้คำแนะนำแก่ลูกค้าเกี่ยวกับ
การจัดนำเที่ยวดังกล่าว
? จัดเตรียมข้อมูลเกี่ยวกับแหล่งที่น่าสนใจภายในท้องถิ่นและภูมิภาค สำหรับการท่องเที่ยว
เดินทาง และที่พักอาศัย
? จัดเตรียมกำหนดการเดินทาง
? ยืนยันการสำรองที่พัก บัตรโดยสาร และเรื่องอื่นๆ ที่จำเป็นต่อการท่องเที่ยว
? ออกตั๋ว บัตรผ่านโดยสารเพื่อขึ้นเครื่องบิน และใบรับรอง
? ช่วยลูกค้าจัดเตรียมเอกสารการเดินทางที่สำคัญต่างๆ เช่น วีซ่า
? ตรวจสอบเอกสารการเดินทางและทำทะเบียนผู้โดยสารและจำนวนกระเป๋า ณ จุดขาเข้า
และขาออก
? จัดเตรียมใบแจ้งค่าบริการและรับชำระเงินจากลูกค้า
? จัดนำเที่ยวเป็นหมู่คณะให้กับหน่วยงานหรือเป็นการท่องเที่ยวในวันหยุด และขายการจัด
นำท่องเที่ยวดังกล่าวให้กับหมู่คณะหรือส่วนบุคคล
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? ตัวแทนจำหน่ายตั๋วเครื่องบิน
? เจ้าหน้าที่บริเวณจุดเช็คอิน
? เจ้าหน้าที่บริษัทตัวแทนนำเที่ยว
? ผู้ให้คำปรึกษาด้านการท่องเที่ยว
? เจ้าหน้าที่บริการข้อมูลเพื่อการท่องเที่ยว
? ผู้จัดนำเที่ยว
ยกเว้น
? ผู้จัดการบริษัทตัวแทนนำเที่ยว ได้จัดประเภทไว้ในรหัสอาชีพ 1439
? นักวางแผนจัดการประชุมหรืองานนิทรรศการ ได้จัดประเภทไว้ในรหัสอาชีพ 3332
? พนักงานขายตั๋ว (งานบันเทิงและการแข่งขันกีฬา) ได้จัดประเภทไว้ในรหัสอาชีพ 5230
",1
4222,422,พนักงานศูนย์บริการข้อมูลข่าวสาร,"ปฏิบัติงานเกี่ยวกับการให้คำแนะนำปรึกษาและข้อมูลข่าวสารแก่ลูกค้า ตอบข้อซักถามเกี่ยวกับ
สินค้า บริการ หรือนโยบายขององค์การ และขั้นตอนการทำธุรกรรมทางการเงินผ่านทาง
โทรศัพท์ อุปกรณ์สื่อสารอิเล็กทรอนิกส์ เช่น ไปรษณีย์อิเล็กทรอนิกส์ สถานที่ทำงานของ
พนักงานดังกล่าวอาจอยู่คนละสถานที่กับลูกค้า หรือคนละสถานที่กับหน่วยงานหรือองค์การที่
ให้บริการข้อมูล
ทำหน้าที่เกี่ยวกับ
? ติดต่อรับสายโทรศัพท์และข้อความจากลูกค้า ไม่ว่าจะเป็นการตอบข้อซักถาม ให้บริการ
ผ่านทางโทรศัพท์ หรือจำแนกประเภทข้อร้องเรียน
? ระบุความต้องการและกรอกลงระบบคอมพิวเตอร์
? จ่ายงานไปยังหน่วยอื่นๆ ที่เป็นหน่วยงานที่เกี่ยวข้อง
? ออกใบเสนอราคาหรือรับชำระเงิน ถ้าจำเป็น
? ส่งจดหมาย รายงานข้อมูล และเอกสารอื่นๆ ให้กับลูกค้า
? ให้คำแนะนำปรึกษาเพิ่มเติมแก่ลูกค้าเกี่ยวกับสินค้าและบริการ
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? พนักงานศูนย์บริการข้อมูลข่าวสารแก่ลูกค้า
ยกเว้น
? พนักงานรับโทรศัพท์ ได้จัดประเภทไว้ในรหัสอาชีพ 4223
? พนักงานสัมภาษณ์งานวิจัยตลาด ได้จัดประเภทไว้ในรหัสอาชีพ 4227
? ผู้จำหน่ายสินค้าทางโทรศัพท์ ได้จัดประเภทไว้ในรหัสอาชีพ 5244
? ผู้จำหน่ายสินค้าในศูนย์บริการทางโทรศัพท์ ได้จัดประเภทไว้ในรหัสอาชีพ 5244
? ผู้จำหน่ายสินค้าในศูนย์บริการลูกค้า ได้จัดประเภทไว้ในรหัสอาชีพ 5244
หมายเหตุ
? พนักงานที่ทำหน้าที่ตอบข้อซักถามเพื่อให้ข้อมูลและ/หรือดูแลเรื่องดังกล่าวโดยตรง ได้
จัดประเภทไว้ในรหัสอาชีพ 4222 (พนักงานศูนย์บริการข้อมูลข่าวสาร) แต่ถ้าเป็นการ
ให้บริการทางโทรศัพท์ในเรื่องที่มีรหัสกำหนดไว้เฉพาะ เช่น การให้คำปรึกษาด้านการ
ท่องเที่ยว ได้จัดประเภทไว้ในรหัสอาชีพ 4221 (เสมียนและเจ้าหน้าที่ให้คำแนะนำด้าน
การท่องเที่ยว) ไม่ว่าพนักงานจะประจำอยู่ที่ศูนย์บริการข้อมูลข่าวสารหรือไม่ก็ตาม
",1
4223,422,พนักงานควบคุมแผงเครื่องติดต่อทางโทรศัพท์ (พนักงานต่อโทรศัพท์),"ปฏิบัติงานเกี่ยวกับการควบคุมแผงเครื่องติดต่อโทรศัพท์เพื่อต่อสาย รับสายเข้า และให้บริการ
รายงานปัญหาที่เกิดขึ้น และบันทึกและส่งต่อข้อความไปยังพนักงานหรือลูกค้า
ทำหน้าที่เกี่ยวกับ
? ควบคุมแผงเครื่องติดต่อโทรศัพท์เพื่อต่อสายที่ติดต่อเข้ามา พักสาย อนสาย และวางสาย
? ต่อโทรศัพท์ออกนอกสถานที่
? ให้บริการตอบข้อซักถามทางโทรศัพท์และบันทึกฝากข้อความ
? ส่งข้อความต่อไปยังพนักงานหรือลูกค้า
? ตรวจสอบปัญหาการทำงานของระบบและแจ้งให้มาทำการซ่อมแซม
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? พนักงานรับโทรศัพท์
? พนักงานควบคุมแผงเครื่องติดต่อทางโทรศัพท์
",1
4224,422,พนักงานต้อนรับของโรงแรม,"ปฏิบัติงานเกี่ยวกับการให้การต้อนรับและลงทะเบียนแขกเพื่อเข้าพักในโรงแรมและสถาน
ประกอบการอื่นๆ ที่ให้บริการที่พักอาศัย ออกหมายเลขห้องพัก ส่งมอบกุญแจห้องพัก ให้
ข้อมูลเกี่ยวกับบริการของโรงแรม สำรองห้องพัก ทำบันทึกรายการห้องพักที่พร้อมจะให้แขก
เข้าพัก และแสดงรายการค่าบริการให้แก่แขกที่ต้องการคืนห้องและรับชำระเงิน
ทำหน้าที่เกี่ยวกับ
? ดูแลรายการห้องพักที่พร้อมจะให้แขกเข้าพัก สำรอง และออกหมายเลขห้องพักให้กับแขก
? ลงทะเบียนแขกที่เข้าพัก ออกหมายเลขห้องพัก ตรวจสอบความน่าเชื่อถือของแขก และ
ส่งมอบกุญแจห้องพักให้แขก
? ให้ข้อมูลเกี่ยวกับบริการของโรงแรม และบริการอื่นๆ ที่มีอยู่บริเวณโดยรอบของโรงแรม
? ให้ข้อมูลเกี่ยวกับสิ่งอำนวยความสะดวกในสถานที่พักและทำการจองห้องพัก
? ให้บริการเกี่ยวกับงานแม่บ้าน บริการซ่อมบำรุง รวมถึงข้อร้องเรียนต่างๆ ตามความต้องการ
ของลูกค้า
? ติดต่อแม่บ้านและบริการซ่อมบำรุงเมื่อลูกค้าแจ้งหรือร้องเรียนมา
? รวมรวบและตรวจสอบสิ่งที่ลูกค้าใช้บริการเพื่อนำมาคิดค่าบริการไม่ว่าจะทำด้วยมือหรือ
ระบบคอมพิวเตอร์
? รับและส่งข้อความโดยใช้คนหรือโทรศัพท์หรือแผงเครื่องติดต่อทางโทรศัพท์
? ตรวจสอบรายการค่าบริการให้แก่แขกที่ต้องการคืนห้องและให้บริการรับชำระเงิน
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? พนักงานต้อนรับของโรงแรม
? พนักงานหน้าฟอรนท์โรงแรม
? พนักงานประจำเคาน์เตอร์โรงแรม
",1
4225,422,พนักงานบริการติดต่อสอบถาม,"ปฏิบัติงานเกี่ยวกับการตอบข้อซักถามและข้อร้องเรียนของบุคคลทั้งด้วยการพูด เขียน ทาง
ไปรษณีย์อิเล็กทรอนิกส์ และทางโทรศัพท์เกี่ยวกับสินค้า บริการ และนโยบายของหน่วยงาน
ให้ข้อมูลข่าวสารและส่งต่อไปยังบุคคลอื่นเพื่อให้ข้อมูลเพิ่มเติม พนักงานดังกล่าวอาจทำงาน
ในส่วนงานที่ติดต่อกับลูกค้าโดยตรงหรือในส่วนของการผลิตสินค้าหรือบริการก็ได้
ทำหน้าที่เกี่ยวกับ
? ตอบข้อซักถามเกี่ยวกับสินค้า บริการ และนโยบาย รวมถึงให้ข้อมูลเกี่ยวกับสถานที่
ราคา และเรื่องอื่นๆ ที่เกี่ยวข้อง
? ตอบข้อซักถามเกี่ยวกับปัญหา พร้อมทั้งให้คำแนะนำ ข้อมูลข่าวสาร และความช่วยเหลือ
? บันทึกข้อมูลเกี่ยวกับข้อซักถามและข้อร้องเรียน
? ส่งต่อข้อร้องเรียนที่ยุ่งยากซับซ้อนให้กับหัวหน้าทีมและผู้เชี่ยวชาญ
? จัดส่งแบบฟอร์ม ข้อมูล และโบรชัวร์ ให้กับผู้ที่สนใจ
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? พนักงานเคาน์เตอร์ติดต่อสอบถาม
? พนักงานประชาสัมพันธ์
",1
4226,422,พนักงานต้อนรับทั่วไป,"ปฏิบัติงานเกี่ยวกับการต้อนรับผู้มาเยือน ลูกค้า หรือแขก และตอบข้อซักถามและความต้องการ
ต่างๆ รวมถึงทำการนัดหมาย
ทำหน้าที่เกี่ยวกับ
? ต้อนรับผู้มาเยือน แขก หรือลูกค้า
? ทำการนัดหมายลูกค้า
? ตอบข้อซักถามทางโทรศัพท์เพื่อให้ข้อมูลหรือทำการนัดหมาย
? บอกทางหรือนำลูกค้าไปยังสถานที่หรือบุคคลที่ต้องการติดต่อ
? แจกแผ่นพับ โบรชัวร์ หรือแบบฟอร์มข้อมูล
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? พนักงานต้อนรับทั่วไป
? พนักงานต้อนรับในหน่วยงานด้านการแพทย์
ยกเว้น
? เลขานุการด้านการแพทย์ ได้จัดประเภทไว้ในรหัสอาชีพ 3344
? พนักงานต้อนรับของโรงแรม ได้จัดประเภทไว้ในรหัสอาชีพ 4224
",1
4227,422,พนักงานสัมภาษณ์ในโครงการสำรวจและวิจัยตลาด,"ปฏิบัติงานเกี่ยวกับการสัมภาษณ์บุคคลต่างๆ และบันทึกคำตอบเพื่อทำการวิจัยผลการสำรวจ
และวิจัยตลาดตามหัวข้อที่กำหนด
ทำหน้าที่เกี่ยวกับ
? ติดต่อพูดคุยกับบุคคลต่างๆ ทางโทรศัพท์ หรือพูดคุยโดยตรง และชี้แจงวัตถุประสงค์ของ
การสัมภาษณ์
? ถามคำถามตามข้อถามในแบบสอบถามหรือแบบสำรวจ
? บันทึกคำตอบลงบนกระดาษแบบสอบถามหรือบันทึกลงฐานข้อมูลคอมพิวเตอร์โดยผ่าน
ระบบการสัมภาษณ์โดยใช้คอมพิวเตอร์
? หาข้อผิดพลาดในกรณีที่คำตอบไม่สอดคล้องกันและทำการแก้ไข
? เสนอปัญหาที่ทำให้ข้อมูลที่ได้ไม่ถูกต้องให้กับผู้สนับสนุนโครงการ
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? พนักงานสัมภาษณ์งานวิจัยตลาด
? พนักงานสัมภาษณ์งานสำรวจความคิดเห็นของประชาชน
? พนักงานสัมภาษณ์งานสำรวจข้อมูล
",1
4229,422,พนักงานให้บริการข้อมูลข่าวสารแก่ลูกค้า ซึ่งมิได้จัดประเภทไว้ในที่อื่น,"ปฏิบัติงานเกี่ยวกับการให้บริการข้อมูลข่าวสารแก่ลูกค้า ซึ่งไม่ได้จัดประเภทไว้ในที่อื่นในหมู่
422 (พนักงานให้บริการข้อมูลข่าวสารแก่ลูกค้า) เช่น พนักงานสอบถามข้อมูลจากผู้มีสิทธิ์
ได้รับบริการและนำข้อมูลที่ได้มาประมวลผล
ทำหน้าที่เกี่ยวกับ
? สัมภาษณ์ผู้ป่วยเพื่อให้ได้ข้อมูลที่ต้องการและประมวลผลให้กับการบริการของโรงพยาบาล
? สัมภาษณ์ผู้ร้องขอความช่วยเหลือจากภาครัฐเพื่อรวบรวมข้อมูลเกี่ยวกับการร้องขอให้ตรง
ตามความต้องการ
? ตรวจสอบความถูกต้องของข้อมูลที่ได้มา
? ดำเนินการอนุญาต ปรับปรุง ยกเลิกการให้ความช่วยเหลือ
? ให้ข้อมูลและตอบคำถามเกี่ยวกับสิทธิประโยชน์และการเรียกร้องค่าเสียหาย
? ส่งต่อผู้ป่วยหรือผู้ร้องขอไปยังหน่วยงานอื่นๆ ถ้าไม่สามารถให้บริการแก่เขาเหล่านั้นได้
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? เจ้าหน้าที่รับผู้ป่วยเข้ารักษาในโรงพยาบาล
? พนักงานสัมภาษณ์ผู้มีสิทธิ์เข้ารับบริการ
? เจ้าหน้าที่คัดกรองผู้มีสิทธิ์เข้ารับบริการ
",1
4311,431,เสมียนด้านบัญชีและการลงรายการบัญชี,"ปฏิบัติงานเกี่ยวกับการคำนวณ จัดประเภท และบันทึกข้อมูลตัวเลขเพื่อจัดเก็บรายการทางการ
เงินให้สมบูรณ์ ปฏิบัติงานประจำวันในการคำนวณ ลงบันทึกในบัญชี และตรวจสอบเพื่อให้
ได้ข้อมูลการเงินขั้นต้นสำหรับใช้ทำรายการทางบัญชีต่อไป
ทำหน้าที่เกี่ยวกับ
? ตรวจสอบตัวเลข รายการในบัญชี และเอกสารเพื่อความถูกต้องของรายการข้อมูล ความ
แม่นยำในการคำนวณตัวเลข และรหัสที่เหมาะสม
? ใช้โปรแกรมบัญชีคอมพิวเตอร์ในการบันทึก จัดเก็บ และวิเคราะห์ข้อมูล
? จัดประเภท บันทึก และสรุปข้อมูลตัวเลขและข้อมูลทางการเงินเพื่อเก็บรวบรวมและจัดเก็บ
รายการทางการเงินโดยใช้บันทึกรายการประจำวัน บัญชีแยกประเภท หรือคอมพิวเตอร์
? คำนวณ จัดทำ และออกใบเสร็จ ใบเสนอราคาสินค้า รายการเคลื่อนไหวในบัญชี และ
รายการทางการเงินอื่นๆ ตามขั้นตอนการดำเนินงาน
? รวบรวมรายงานและตารางสถิติ การเงิน การบัญชีหรือรายงานตรวจสอบบัญชีที่เกี่ยวข้อง
กับรายรับและค่าใช้จ่ายที่เป็นเงินสด รายการรับและจ่ายหนี้ และกำไรและขาดทุน
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? เสมียนด้านบัญชี
? เสมียนลงรายการบัญชี
? พนักงานคำนวณต้นทุน
ยกเว้น
? ผู้ช่วยนักบัญชี ได้จัดประเภทไว้ในรหัสอาชีพ 3313
? พนักงานบัญชี ได้จัดประเภทไว้ในรหัสอาชีพ 3313
",1
4312,431,เสมียนด้านสถิติ การเงิน และการประกันภัย,"ปฏิบัติงานเกี่ยวกับการเก็บรวบรวมและคำนวณข้อมูลสถิติหรือสถิติประกันภัย หรือปฏิบัติหน้าที่
เสมียนด้านการประกันภัย ธนาคาร หรือธุรกิจด้านการเงินอื่นๆ
ทำหน้าที่เกี่ยวกับ
? ปฏิบัติงานด้านการประกันภัยเกี่ยวกับการลงทะเบียน การยกเลิก การเรียกร้องค่าสินไหม
ทดแทน การเปลี่ยนแปลงกรมธรรม์ และการชำระเงิน
? รวบรวมข้อมูลสถิติหรือสถิติประกันภัย จากแหล่งข้อมูลที่ได้รับเป็นประจำหรือเฉพาะด้าน
? คำนวณยอดรวม ค่าเฉลี่ย ร้อยละ และรายละเอียดอื่นๆ พร้อมทั้งนำเสนอข้อมูลดังกล่าว
ในรูปของตาราง
? จัดทำเอกสารทางการเงิน และคำนวณดอกเบี้ยหรือค่านายหน้าและค่าอากรแสตมป์
? ดูแลรายงานข้อมูลเกี่ยวกับพันธบัตร หุ้น และหลักทรัพย์อื่นๆ ที่ซื้อขายในนามของลูกค้า
หรือนายจ้าง
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? เสมียนงานคณิตศาสตร์ประกันภัย
? เสมียนงานนายหน้าค้าหลักทรัพย์
? เสมียนงานการเงิน
? เสมียนงานการประกันภัย
? เสมียนงานหลักทรัพย์
? เสมียนงานการจำนอง
? เสมียนงานสถิติ
ยกเว้น
? นายหน้าซื้อขายหลักทรัพย์ ได้จัดประเภทไว้ในรหัสอาชีพ 3311
? ผู้ช่วยนักบัญชี ได้จัดประเภทไว้ในรหัสอาชีพ 3313
? ผู้ช่วยนักสถิติ ได้จัดประเภทไว้ในรหัสอาชีพ 3314
? เสมียนด้านบัญชี ได้จัดประเภทไว้ในรหัสอาชีพ 4311
? เสมียนลงรายการบัญชี ได้จัดประเภทไว้ในรหัสอาชีพ 4311
",1
4313,431,เสมียนงานเงินเดือน,"ปฏิบัติงานเกี่ยวกับการเก็บรวบรวม ตรวจสอบ และประมวลผลข้อมูลเงินเดือน และคำนวณ
ค่าจ้างและสิทธิประโยชน์ของลูกจ้างในหน่วยงาน บริษัท หรือสถานประกอบการอื่นๆ
ทำหน้าที่เกี่ยวกับ
? ทำบันทึกเวลามาทำงานและเวลากลับของคนงาน รวมถึงการทำงานล่วงเวลาเพื่อนำมา
คำนวณค่าจ้างและสิทธิประโยชน์ที่ให้กับลูกจ้าง ไม่ว่าจะทำด้วยมือหรือใช้คอมพิวเตอร์
? จัดทำและตรวจสอบสถานะเงินเดือนของลูกจ้าง โดยแสดงทั้งยอดรวมเงินเดือน เงินเดือน
สุทธิ และส่วนที่หักออก เช่น ค่าภาษี ค่าสมาชิกสหภาพ เงินที่หักเพื่อชำระหนี้ ค่า
ประกันภัย และกองทุนบำเหน็จบำนาญ
? จ่ายเงินและสิทธิประโยชน์ให้กับลูกจ้างผ่านเช็คหรือโอนผ่านระบบอิเล็กทรอนิกส์
? ทบทวนตารางเวลา ผังการทำงาน การคำนวณค่าจ้าง และข้อมูลอื่นๆ เพื่อตรวจหาและ
แก้ไขข้อผิดพลาดในการคำนวณ
? ตรวจสอบเวลาการเข้าทำงาน ชั่วโมงการทำงาน และการปรับเงินเดือน และบันทึกข้อมูล
ในรายการข้อมูลที่กำหนดไว้
ตัวอย่างอาชีพในรหัสอาชีพนี้ ได้แก่
? เสมียนงานเงินเดือน
ยกเว้น
? ผู้ช่วยนักบัญชี ได้จัดประเภทไว้ในรหัสอาชีพ 3313
? พนักงานบัญชี ได้จัดประเภทไว้ในรหัสอาชีพ 3313
? เสมียนด้านบัญชี ได้จัดประเภทไว้ในรหัสอาชีพ 4311
? เสมียนลงรายการบัญชี ได้จัดประเภทไว้ในรหัสอาชีพ 4311
",1
